nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,MSI-H/dMMR,HER2,PD-L1,POLE,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07115927,pReOperative Dostarlimab and Novel Therapies in EndOmetrial Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,40,"University College, London","University College, London",51,0,1,single_arm,1,dostarlimab,dostarlimab,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;dMMR,1,1,1,0,0,0,0,0,1,MSI-H/dMMR,advanced
NCT07139977,Study of EV for Recurrent Endometrial Carcinoma,PHASE2,Phase 2,RECRUITING,12,William Bradley,William Bradley,1,0,1,single_arm,1,enfortumab vedotin,enfortumab vedotin,Nectin-4,ADC,MSI;NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST) · ECOG 1
NCT07166094,Study to Assess the Efficacy and Safety of Rina-S Compared to Treatment of Investigator's Choice in Participants With Endometrial Cancer,PHASE3,Phase 3,RECRUITING,660,Genmab,Genmab,65,1,1,active_comparator,2,ic,rina-s,FRα,ADC,PD-L1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous
NCT07168200,A Phase III Clinical Study of Adebrelimab Combined With Concurrent Chemoradiotherapy Versus Placebo Combined With Concurrent Chemoradiotherapy for the Treatment of Locally Advanced Cervical Cancer,PHASE3,Phase 3,RECRUITING,720,"Shanghai Shengdi Pharmaceutical Co., Ltd",Shanghai Shengdi Pharmaceutical,5,1,0,placebo_comparator,2,carboplatin injection;cisplatin injection;paclitaxel injection;shr-1316 placebo injection,carboplatin injection;cisplatin injection;paclitaxel injection;shr-1316 injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · ECOG 0
NCT07169734,A Study to Investigate ALE.P03 as Monotherapy in Adult Patients With Selected Advanced or Metastatic CLDN1+ Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,180,Alentis Therapeutics AG,Alentis Therapeutics,3,1,0,multi_experimental,3,ale.p03,ale.p03,CLDN1,ADC,CLDN1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07177716,Efficacy and Safety of LB1410 Plus Lenvatinib With or Without LB4330 in Advanced Recurrent/Metastatic Cervical Cancer,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,120,"L & L Bio Co., Ltd., Ningbo, China","L & L Bio Co., Ltd., Ningbo, China",4,1,0,multi_experimental,4,lb1410,lb1410;lb4330;lenvatinib,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,1,0,0,0,1,PD-L1+,metastatic · adenoca. · measurable (RECIST)
NCT07182149,A Phase 1 Study of NRM-823 in Participants With Locally Advanced or Metastatic Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Normunity AccelCo, Inc.",Normunity AccelCo,1,1,0,single_arm,1,nrm-823,nrm-823,,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07189871,"177Lu-BetaBart in Patients With Relapsed/Refractory, Locally Advanced Inoperable, or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,61,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,177lu-betabart,177lu-betabart,B7-H3,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07192068,Clinical Trial Evaluating the Activity of Zanidatamab for the Treatment of Patients With Solid Tumors With an Alteration of the HER2 Gene.,PHASE2,Phase 2,RECRUITING,105,UNICANCER,UNICANCER,64,0,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,HER2,1,1,0,1,0,0,0,0,1,HER2+,metastatic · squamous · measurable (RECIST)
NCT07202364,A Study of YL202 in Patients With Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,100,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,multi_experimental,2,yl202,yl202,HER3,ADC,HER2;HR,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,119,Fate Therapeutics,Fate Therapeutics,19,1,0,multi_experimental,8,ft836,cetuximab;ft836;trastuzumab,HER2,CAR-T,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07216703,A Clinical Study of Sacituzumab Tirumotecan (MK-2870) in Combination With Pembrolizumab (MK-3475) as First-line Maintenance Treatment of Cervical Cancer (MK-2870-036/TroFuse-036/GOG-3123/ENGOT-cx22),PHASE3,Phase 3,RECRUITING,1023,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,bevacizumab;carboplatin;cisplatin;paclitaxel;pembrolizumab,bevacizumab;carboplatin;cisplatin;paclitaxel;pembrolizumab;rescue medications;sacituzumab tirumotecan,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07217171,"A Study Evaluating the Safety, Efficacy, and Pharmacokinetics (PK) of EVOLVE104 in Participants With Advanced Urothelial and Squamous Cell Carcinomas",PHASE1,Phase 1,RECRUITING,160,"EvolveImmune United, Inc",EvolveImmune United,1,1,0,multi_experimental,12,evolve104,evolve104,CD3,Bispecific Antibody,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous
NCT07218003,A Phase 1/1b of RNDO-564 Single Agent or in Combination With Pembrolizumab in Bladder Cancer and Other Solid Tumors Associated With Nectin-4,PHASE1,Phase 1,ENROLLING_BY_INVITATION,149,Rondo Therapeutics,Rondo Therapeutics,1,1,0,multi_experimental,15,rndo-564,pembrolizumab;rndo-564,NECTIN4,Bispecific Antibody,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07227168,A Study of STRO-004 in Adults With Refractory/Recurrent Metastatic Cancer,PHASE1,Phase 1,RECRUITING,200,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-004,pembrolizumab;stro-004,PD-1,ADC,genomic,1,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07230626,SYS6002 vs Chemotherapy in Recurrent or Metastatic Cervical Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,412,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,2,investigator's choice of,sys6002,PD-1,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07262619,"EIK1005-002: A Clinical Research Study Evaluating EIK1005, a Werner Helicase Inhibitor, as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced Solid Tumors Including Microsatellite Instability High (MSI-H) Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,160,Eikon Therapeutics,Eikon Therapeutics,10,1,1,multi_experimental,3,eik1005,eik1005;pembrolizumab (keytruda ),WRN,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,1,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0-1
NCT07276360,Hypofractionated Radiotherapy for the Treatment of Locally Advanced Cervical Cancer in Uganda,PHASE2,Phase 2,RECRUITING,278,Uganda Cancer Institute,Uganda Cancer Institute,1,0,0,active_comparator,2,biospecimen collection;cisplatin;computed tomography;conventional fractionated radiotherapy;external beam radiotherapy boost;high-dose rate brachytherapy;questionnaire and physical exam,biospecimen collection;cisplatin;computed tomography;external beam radiotherapy boost;high-dose rate brachytherapy;hypofractionated radiation therapy;questionnaire and physical exam,,Small Molecule,HRD,0,1,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07286331,A Study to Investigate Mocertatug Rezetecan Compared With Chemotherapy in Participants With Endometrial Cancer After Platinum-based Chemotherapy and Immunotherapy (BEHOLD-Endometrial01),PHASE3,Phase 3,RECRUITING,600,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,doxorubicin;paclitaxel,mocertatug rezetecan,TROP-1,ADC,PD-L1;TROP-1,1,1,0,0,1,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07303387,Efficacy and Safety of the Valemetostat in Patients With Selected Solid Tumors.,PHASE2,Phase 2,RECRUITING,900,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",31,0,1,single_arm,1,valemetostat tosylate,valemetostat tosylate,EZH2,Small Molecule,CD25;CTLA-4,0,1,0,0,0,0,0,0,0,,metastatic · ductal · measurable (RECIST)
NCT07306559,A Study to Test How Well Different Doses of BI 3820768 Are Tolerated by People With Advanced Cancer (Solid Tumours),PHASE1,Phase 1,RECRUITING,187,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,multi_experimental,2,bi 3820768,bi 3820768,,,,0,1,0,0,0,0,0,1,0,,advanced · 2nd-line+ · ductal
NCT07316361,GYNORYLAQ™-VLINIVAL™: Ψ-Guided Personalized Neoantigen Peptide Vaccine for High-Risk Endometrial Cancer,EARLY_PHASE1,Phase 1,ENROLLING_BY_INVITATION,40,Biogenea Pharmaceuticals Ltd.,Biogenea Pharmaceuticals,4,1,0,single_arm,1,• biological: gynorylaq-tm personalized neoantigenic peptide vaccine,• biological: gynorylaq-tm personalized neoantigenic peptide vaccine,,Vaccine,PD-L1;biomarker,1,1,0,0,1,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07318324,"Phase Ib Study of Avutometinib, Defactinib, and Everolimus in RAS Pathway Mutant Endometrial Cancer",PHASE1,Phase 1,RECRUITING,31,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,multi_experimental,2,avutometinib;defactinib;everolimus,avutometinib;defactinib;everolimus,MEK,Small Molecule,BRAF;KRAS,0,1,0,0,0,0,0,0,0,,recurrent · measurable (RECIST)
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07348861,A Phase II Study of Neoadjuvant Sacituzumab Tirumotecan in Combination With Iparomlimab and Tuvonralimab in Locally Advanced Cervical Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,25,Zheng Min,Zheng Min,1,0,0,single_arm,1,sacituzumab tirumotecan plus iparomlimab,sacituzumab tirumotecan plus iparomlimab,TROP-1,ADC,PD-L1;TROP-1;TROP2,1,1,0,0,1,0,0,0,1,PD-L1+,metastatic · adenoca. · ECOG 0-1
NCT07368985,Pembrolizumab and Lenvatinib in Patients With High Risk Locally Advanced Cervix Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,87,Prof. Dr. Remi A. Nout,Prof. Dr. Remi A. Nout,1,0,1,single_arm,1,pembrolizumab and lenvatinib,pembrolizumab and lenvatinib,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,locally advanced · adenoca. · measurable (RECIST)
NCT07371663,An Phase Ib/II Clinical Trial of TCC1727 Combination Therapy in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,266,"Beijing Tide Pharmaceutical Co., Ltd",Beijing Tide Pharmaceutical,2,1,0,multi_experimental,3,benmelstobart injection;tcc1727 tablet,benmelstobart injection;tcc1727 tablet,PARP,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;PD-L1;RET;ROS1;biomarker,1,1,1,0,1,0,1,1,1,"MSI-H/dMMR, PD-L1+",metastatic · 1st-line · small-cell · measurable (RECIST)
NCT07378098,to Evaluate the Efficacy and Safety of KLH-2109 in Patients With Uterine Fibroids and Menorrhagia,PHASE3,Phase 3,RECRUITING,254,JW Pharmaceutical,JW Pharmaceutical,4,1,0,active_comparator,2,klh-2109 placebo + leurprorelin acetate,klh-2109+ leurprorelin acetate placebo,,,,0,1,0,0,0,0,0,0,0,,
NCT07383506,"A Study of Mutant Selective-Inhibitor (CGT6297), in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,90,"Cogent Biosciences, Inc.",Cogent Biosciences,11,1,0,multi_experimental,2,cgt6297,cgt6297,PIK3CA,Small Molecule,BRAF;HER2;KRAS;PIK3CA,0,1,0,1,0,0,1,1,1,HER2+,advanced · 1st-line · measurable (RECIST)
NCT07392060,A Phase III Clinical Study of WX390 Combined With Toripalimab Versus Investigator's Choice of Therapy in Patients With Recurrent or Metastatic Cervical Cancer Who Have Failed Prior Platinum-Based Treatment,PHASE3,Phase 3,NOT_YET_RECRUITING,440,"Shanghai Jiatan Pharmatech Co., Ltd",Shanghai Jiatan Pharmatech,5,1,0,active_comparator,2,investigator's choice of,wx390 1.,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1,1,PD-L1+,2nd-line+ · adenoca. · measurable (RECIST)
NCT07400536,A Clinical Study on the Treatment of LACC With Cadonilimab Combined With Chemotherapy Followed by CCRT,PHASE3,Phase 3,RECRUITING,378,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,0,active_comparator,3,concurrent;standard ebrt+brachytherapy,dose reduction concurrent;immune induction therapy;immunomaintenance therapy;reduced dose radiotherapy,,,MET,0,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07418749,A Study of SHR-A2102 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-based Chemotherapy and PD-(L)1 Inhibitor Treatment Failed Recurrent or Metastatic Cervical Cancer,PHASE3,Phase 3,RECRUITING,398,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,gemcitabine hydrochloride for injection;paclitaxel for injection (albumin bound);pemetrexed disodium for injection;topotecan hydrochloride for injection,shr-a2102 for injection,TROP-1,ADC,TROP-1,1,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST) · ECOG 0
NCT07419841,A Phase 1 Study of the Safety and Tolerability of CTX-10726,PHASE1,Phase 1,RECRUITING,70,Compass Therapeutics,Compass Therapeutics,6,1,0,multi_experimental,2,ctx-10726,ctx-10726,,,MET;MMR;MSI;PD-L1;dMMR,0,1,1,0,1,0,0,1,1,"MSI-H/dMMR, PD-L1+",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07444814,"Study Evaluating the Safety and Efficacy of HWK-007, a PTK7-directed Antibody Drug Conjugate in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,226,"Whitehawk Therapeutics, Inc.",Whitehawk Therapeutics,2,1,0,multi_experimental,5,hwk-007,hwk-007,PTK7,ADC,,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT07453394,QLS5132 Combination Therapy in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,626,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,multi_experimental,5,,qls5132; bevacizumab;qls5132; olaparib; bevacizumab;qls5132; platinum; bevacizumab;qls5132; ql1706; ql2107;qls5132; ql1706; ql2107; carboplatin; cisplatin; oxaliplatin,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07454642,AVA6103 in Subjects With Locally Advanced or Metastatic Selected Solid Tumors,PHASE1,Phase 1,RECRUITING,174,Avacta Life Sciences Ltd,Avacta Life Sciences,2,1,0,multi_experimental,3,ava6103,ava6103,FAP,Peptide,FAP;SLFN11,0,1,0,0,0,0,0,0,0,,metastatic
NCT07467772,Ph 2 Elacestrant in ER Positive Uterine Sarcomas,PHASE2,Phase 2,RECRUITING,30,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,0,single_arm,1,elacestrant,elacestrant,ESR1,Small Molecule,ER;HER2,0,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07470853,A Study of MUC16-Directed Antibody Drug Conjugate HWK-016 in Participants With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,265,"Whitehawk Therapeutics, Inc.",Whitehawk Therapeutics,2,1,0,multi_experimental,8,hwk-016;mucin-16-targeted adc,bevacizumab;hwk-016;mucin-16-targeted adc,MUC16,ADC,,1,1,0,0,0,0,0,0,0,,metastatic
NCT07497074,JSKN033 Combination Therapy in Subjects With Advanced Cervical Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,78,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",Jiangsu Alphamab Biopharmaceuticals,35,1,0,multi_experimental,3,bevacizumab;jskn033;platinum,bevacizumab;jskn033;platinum,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07503808,A Study of IDE034 in Adult Participants With Locally Advanced/Metastatic Solid Tumors Types,PHASE1,Phase 1,RECRUITING,150,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,2,ide034,ide034,PTK7,ADC,HER2,1,1,0,1,0,0,0,0,1,HER2−,metastatic · measurable (RECIST) · ECOG 0
NCT07524322,Study of RGT-490 in Patients With PIK3CA-Mutated Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,63,Regor Pharmaceuticals Inc.,Regor Pharmaceuticals,4,1,0,multi_experimental,2,rgt-490,rgt-490,PIK3CA,Small Molecule,PIK3CA,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07542704,A Study to Investigate the Safety and Efficacy of KQB368 as Monotherapy in Participants With Advanced Solid Malignancies,PHASE1,Phase 1,NOT_YET_RECRUITING,48,Kumquat Biosciences Inc.,Kumquat Biosciences,7,1,0,single_arm,1,kqb368,kqb368,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07572396,Phase II Study of Dysplasix™ Intravaginal Suppositories in Patients Patients With High-Risk HPV and Mild Cervical Cytologic Abnormalities,PHASE2,Phase 2,RECRUITING,45,"Amplexd Therapeutics, Inc.",Amplexd Therapeutics,1,1,0,placebo_comparator,2,,egcg and quinine sulfate vaginal suppository,,Cell Therapy,,1,0,0,0,0,0,0,0,0,,
NCT07578649,Symbiotic-GYN-18: A Study to Learn About the Study Medicine Called PF-08634404 in Combination With Chemotherapy in Adult Participants With Advanced or Recurrent MMR-proficient Endometrial Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,600,Pfizer,Pfizer,687,1,1,active_comparator,2,pembrolizumab;standard of care,pf-08634404;standard of care,PD-1,Bispecific Antibody,BRAF;MMR;MMR-PROFICIENT;MSI-H;RAS;dMMR;pMMR,1,1,1,0,0,0,1,1,1,MSI-H/dMMR,metastatic · 1st-line · measurable (RECIST)
NCT07610798,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of INV-8989 in Patients With Advanced Solid Tumors Harboring KRAS G12D Mutations",PHASE1;PHASE2,Phase 2,RECRUITING,178,"Shenzhen Ionova Life Sciences Co., Ltd.",Shenzhen Ionova Life Sciences,4,1,0,multi_experimental,14,inv-8989,inv-8989,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07612891,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of INV-6452 in Adult Patients With Hormone Receptor Positive, Human Epidermal Growth Factor Receptor 2 Negative (HR+/HER2-) Advanced/Metastatic Breast Cancer or Locally Advanced/Metastatic Solid Tumor",PHASE1;PHASE2,Phase 2,RECRUITING,201,"Shenzhen Ionova Life Sciences Co., Ltd.",Shenzhen Ionova Life Sciences,4,1,0,multi_experimental,2,inv-6452,inv-6452,HER2,Small Molecule,HER2;HR,0,1,0,1,0,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT07623369,A First-in-Human Study of HH160 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,299,Huahui Health,Huahui Health,3,1,0,multi_experimental,3,hh160,hh160,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07623642,"A Phase II Study of GV20-0251 in Combination With Anti-PD-1 Monoclonal Antibodies in Patients With Unresectable, Locally Advanced, or Metastatic Solid Tumors.",PHASE2,Phase 2,NOT_YET_RECRUITING,227,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,anti-pd-1 monoclonal antibodies;gv20-0251,anti-pd-1 monoclonal antibodies;gv20-0251,IGSF8,Monoclonal Antibody,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,1,0,1,0,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07634601,Elacestrant With Everolimus for the Treatment of Recurrent Advanced or Metastatic ER-Positive Endometrial Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,50,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,0,single_arm,1,biospecimen collection;computed tomography;elacestrant;everolimus;magnetic resonance imaging;positron emission tomography;questionnaire administration,biospecimen collection;computed tomography;elacestrant;everolimus;magnetic resonance imaging;positron emission tomography;questionnaire administration,ESR1,Small Molecule,BRAF;ER;HER2;MMR;dMMR,0,1,1,0,0,0,0,0,1,MSI-H/dMMR,metastatic · squamous
NCT07664735,A Phase 1 Study to Evaluate the Safety and Efficacy of OPB-201 in Recurrent Endometrial and Platinum-resistant Ovarian Cancer.,PHASE1,Phase 1,NOT_YET_RECRUITING,30,"Outpace Bio, Inc.",Outpace Bio,2,1,0,single_arm,1,opb-201,opb-201,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,measurable (RECIST)
NCT07684599,A Study to Investigate Mocertatug Rezetecan as Maintenance Treatment for Participants With MMRp Endometrial Cancer (BEHOLD-Endometrial02),PHASE3,Phase 3,NOT_YET_RECRUITING,610,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,dostarlimab;pembrolizumab,dostarlimab;mocertatug rezetecan;pembrolizumab,PD-1,Monoclonal Antibody,MMR;MSI-H;dMMR,1,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous · measurable (RECIST)
NCT07705035,DBC-664 in Adult Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,210,"Duboce Biopharmaceuticals, Inc.",Duboce Biopharmaceuticals,1,1,0,multi_experimental,2,dbc-664,dbc-664,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07715747,"A Phase I Study to Evaluate the Safety,Pharmacokinetics,Pharmacodynamics,and Efficacy of TJ037130 in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,128,"TJ Biopharma Co., Ltd.",TJ Biopharma,11,1,0,single_arm,1,tj037130,tj037130,,,PD-L1,0,1,0,0,1,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT07731607,Sintilimab Monotherapy in Patients With Stage I-II MSI-H/dMMR Endometrial Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,48,Wang Jianliu,Wang Jianliu,1,0,0,single_arm,1,sintilimab monotherapy,sintilimab monotherapy,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;dMMR,1,1,1,0,0,0,0,0,1,MSI-H/dMMR,measurable (RECIST)
NCT07743541,Study of TUB-040 in Patients With Recurrent or Progressive Uterine Cancer After Chemotherapy and Immune Therapy,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,100,Tubulis GmbH,Tubulis,5,1,0,multi_experimental,2,,tub-040 - dose escalation;tub-040 - rp2d,,,MET;MSI;PD-L1;biomarker,0,1,0,0,1,0,1,1,1,PD-L1+,metastatic · 1st-line · measurable (RECIST)
NCT07752875,A Study of LG00313112 in Participants With Advanced Solid Malignancies Harboring a TP53 Y220C Mutation,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,250,LG Chem,LG Chem,2,1,0,single_arm,1,lg00313112,lg00313112,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07755436,"Phase 1 Study to Assess Safety, Tolerability, Pharmacokinetics, Immunogenicity, and Antitumor Activity of ARR-002 in Advanced or Metastatic Ovarian or Endometrial Cancer.",PHASE1,Phase 1,RECRUITING,180,"ArriVent BioPharma, Inc.",ArriVent BioPharma,5,1,0,single_arm,1,arr-002,arr-002,,,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07793318,TR115 in ARID1A-Mutated Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,50,Tarapeutics Science Inc.,Tarapeutics Science,7,1,0,single_arm,1,tr115,tr115,,,biomarker;biomarker analysis,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07797153,JSKN033 Versus Investigator's Choice of Chemotherapy in Recurrent or Metastatic Cervical Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,368,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",Jiangsu Alphamab Biopharmaceuticals,35,1,0,active_comparator,2,docetaxel;gemcitabine (gem);pemetrexed;topotecan,jskn033,PD-1,,,0,1,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07807345,Phase 1 Study of STRO-006 in Adults With Refractory Solid Tumors That Are Recurrent or Metastatic,PHASE1,Phase 1,NOT_YET_RECRUITING,285,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-006,pembrolizumab;stro-006,PD-1,,HER2,0,1,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07811232,"A Study of AL58805 in Advanced, Metastatic GYN, STS or Breast Cancers",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,138,"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,3,1,0,multi_experimental,6,al58805,al58805;al8326;eribulin;fulvestrant,,Small Molecule,MMR;PD-L1;biomarker,0,1,1,0,1,0,0,0,1,"MSI-H/dMMR, PD-L1+",metastatic · measurable (RECIST)
NCT07811297,"A Study of Catequentinib Hydrochloride (AL3818) in Endometrial, LGSOC, STS or GBM Cancers",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,138,"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,3,1,0,multi_experimental,7,al3818,al3818;al58805;ccnu;temozolomide (tmz),,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07814248,"A Phase 1, First-in-Human (FIH), Open-Label, Dose-Escalation and Dose Expansion Study of the Peptide Drug Conjugate (PDC), TS-104, as a Monotherapy in Subjects With Select Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,74,"TwoStep Therapeutics, Inc.",TwoStep Therapeutics,1,1,0,multi_experimental,3,ts-104,ts-104,,ADC,MET,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
