nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,IDH,MGMT,EGFR,1p19q,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07132190,Stereotactic Radiation for Growing/Changing Brain Metastases With Same-Day Radiation Planning and Treatment With Margin Reduction,PHASE2,Phase 2,RECRUITING,60,"Ayal A. Aizer, MD","Ayal A. Aizer, MD",1,0,0,active_comparator,2,linear accelerator-based stereotactic radiation for brain metastases using 0mm or 1mm ptv,linear accelerator-based stereotactic radiation for brain metastases using 0mm or 1mm ptv,,,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07138001,Phase 2 Clinical Trial of KH617,PHASE2,Phase 2,NOT_YET_RECRUITING,60,"Sichuan Honghe Biotechnology Co., Ltd.",Sichuan Honghe Biotechnology,2,1,0,active_comparator,3,tpc: tmz or platinum (cisplatin or carboplatin)+vp-16,kh617;kh617+tmz,PFK1,Small Molecule,,0,1,0,1,0,0,0,0,1,MGMT,
NCT07158710,Phase I Study of HSK42360 in Malignant Brain Tumors With BRAF V600 Mutation,PHASE1,Phase 1,RECRUITING,159,"Haisco Pharmaceutical Group Co., Ltd.",Haisco Pharmaceutical,10,1,0,multi_experimental,2,hsk42360,hsk42360,BRAF,Small Molecule,BRAF,0,1,0,0,0,0,0,0,0,,recurrent · squamous · measurable (RECIST)
NCT07185880,A Phase 1/2 Study of the Safety and Tolerability of MT-125 in GBM Patients,PHASE1;PHASE2,Phase 2,RECRUITING,36,Myosin Therapeutics Inc.,Myosin Therapeutics,2,1,0,multi_experimental,5,mt-125,mt-125,MGMT,Small Molecule,MGMT,0,1,1,1,1,0,0,0,1,"IDHm, MGMT, EGFR+",
NCT07195591,Beginning Radiation Immediately With GammaTile at GBM Excision Versus Standard of Care,PHASE3,Phase 3,RECRUITING,766,"GT Medical Technologies, Inc.",GT Medical Technologies,4,1,0,active_comparator,2,external beam radiation therapy;temozolomide,device: gammatile;external beam radiation therapy;temozolomide,,Small Molecule,,0,1,1,0,0,0,0,0,1,IDHm,
NCT07206849,Study of Tovorafenib in High-Grade Glioma and Diffuse Intrinsic Pontine Glioma (DIPG),PHASE2,Phase 2,NOT_YET_RECRUITING,79,Nationwide Children's Hospital,Nationwide Children's Hospital,6,0,0,multi_experimental,3,tovorafenib,tovorafenib,BRAF,Small Molecule,BRAF;KRAS;RAF,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07223034,A Study of 177Lu-PSMA-617 in People With Gliomas,PHASE1,Phase 1,RECRUITING,20,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,177lu-psma-617;behavioral: quality of life questionnaires;diagnostic test: 68ga-psma-pet scan/ mri;temozolomide,177lu-psma-617;behavioral: quality of life questionnaires;diagnostic test: 68ga-psma-pet scan/ mri;temozolomide,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,0,0,1,"IDHm, EGFR+",adjuvant · ECOG 2
NCT07225621,Adjuvant Temozolomide ± 5-Aminolevulinic Acid + Low Intensity Diffuse Ultrasound Sonodynamic Therapy System for Newly Diagnosed Glioblastoma,PHASE2,Phase 2,RECRUITING,103,"Alpheus Medical, Inc.",Alpheus Medical,2,1,0,placebo_comparator,2,placebo + sham sdt,5-ala hcl + lidu sdt,,Small Molecule,,0,1,1,0,0,0,0,0,1,IDHm,adjuvant · squamous
NCT07243340,A Phase I/IIa Study of C5252 in Patients With Intracranial Tumor,PHASE1;PHASE2,Phase 2,RECRUITING,36,ImmVira Pharma Co. Ltd,ImmVira Pharma,8,1,0,single_arm,1,herpes virus c5252 injection,herpes virus c5252 injection,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
NCT07243470,Combination of Tarlatamab and Temozolomide in Patients With Central Nervous System Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,70,Centre Leon Berard,Centre Leon Berard,30,0,1,multi_experimental,3,tarlatamab;temozolomide (tmz),tarlatamab;temozolomide (tmz),DLL3,Bispecific Antibody,DLL3,1,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+ · squamous · measurable (RECIST)
NCT07244666,Safety and Preliminary Efficacy of a Metabolically Armed Chimeric Antigen Receptor T Cell Therapy Targeting EGFRvIII for Recurrent Glioblastoma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,36,"Second Affiliated Hospital, Zhejiang University, School of Medicine","Second Affiliated Hospital, Zhejiang University, School of Medicine",12,0,0,single_arm,1,metabolically armed egfrviii car-t cells,metabolically armed egfrviii car-t cells,EGFR,CAR-T,EGFR,1,1,0,0,1,0,0,1,1,EGFR+,recurrent · 2nd-line+ · ductal · ECOG 2
NCT07254845,"A PROSPECTIVE, SINGLE-CENTERED, ASSESSOR-BLINDED STUDY TO EVALUATE THE CLINICAL EFFICACY OF THE PROPOSED CELL/TISSUE HISTOPATHOLOGY PROCESSOR CCELL (CONFOCAL FLUORESCENCE ENDOMICROSCOPY) FOR INTRAOPERATIVE DIAGNOSIS IN BRAIN TUMORS",PHASE1,Phase 1,NOT_YET_RECRUITING,30,VPIX Medical,VPIX Medical,3,1,0,single_arm,1,device: ccell in vivo;indocyanine green,device: ccell in vivo;indocyanine green,,,,0,1,0,0,0,0,0,0,0,,
NCT07261241,NANT 2021-02: Randomized MIBG With Vorinostat/Dinutuximab/Vorinostat + Dinutuximab,PHASE2,Phase 2,NOT_YET_RECRUITING,118,New Approaches to Neuroblastoma Therapy Consortium,New Approaches to Neuroblastoma Therapy Consortium,6,0,0,multi_experimental,3,radiation: 131i-mibg,dinutuximab;radiation: 131i-mibg;vorinostat,GD2,Monoclonal Antibody,GD2,1,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+
NCT07268053,"A Phase 0/1 Clinical Trial With an Expansion Phase of GSK5764227, a B7-H3-Targeted Antibody-Drug Conjugate (ADC), in Patients With Recurrent Grade 4 Glioma and Patients With Brain Metastases",EARLY_PHASE1,Phase 1,RECRUITING,15,Nader Sanai,Nader Sanai,11,0,1,single_arm,1,risvutatug rezetecan,risvutatug rezetecan,B7-H3,ADC,MET;PR,1,1,0,0,1,0,0,1,1,EGFR+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07297212,A Clinical Trial Testing the Safety of the Investigational Drug Pumitamig (BNT327) and How Well it Works in Patients With Recurrent Glioblastoma,PHASE2,Phase 2,RECRUITING,75,BioNTech SE,BioNTech,45,1,1,active_comparator,3,bevacizumab,pumitamig;temozolomide,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+ · squamous
NCT07326566,Study of Silevertinib With Temozolomide for the Treatment of Newly Diagnosed GBM With Unmethylated MGMT and EGFRvIII,PHASE2,Phase 2,RECRUITING,162,"Black Diamond Therapeutics, Inc.",Black Diamond Therapeutics,3,1,0,active_comparator,2,temozolomide (tmz),silevertinib in combination with temozolomide,EGFR,Small Molecule,EGFR;MGMT promoter unmethylated,0,1,1,1,1,0,0,0,1,"IDHm, MGMT, EGFR+",metastatic
NCT07343479,Sacituzumab Tirumotecan Plus Third-Generation TKI With/Without Radiotherapy for EGFR-Mutant NSCLC Brain Metastases,PHASE2,Phase 2,NOT_YET_RECRUITING,45,Zhejiang Cancer Hospital,Zhejiang Cancer Hospital,12,0,0,single_arm,1,sac-tmt plus egfr-tki,sac-tmt plus egfr-tki,EGFR,Small Molecule,EGFR,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · squamous
NCT07343986,Study of Low-Intensity Focused Ultrasound in Combination With Immunotherapy in Newly Diagnosed Unmethylated Glioblastoma,PHASE1,Phase 1,RECRUITING,12,University of Virginia,University of Virginia,14,0,0,active_comparator,2,anti-egfr bispecific-armed t cells;device: low-intensity focused ultrasound,,EGFR,Bispecific Antibody,MGMT,1,1,1,1,1,0,0,0,1,"IDHm, MGMT, EGFR+",metastatic · squamous
NCT07346144,Study of an AAV Mediated Dual-Payload Gene Therapy in Patients With High Grade Glioma,PHASE1;PHASE2,Phase 2,RECRUITING,68,Trogenix ltd,Trogenix,1,1,0,multi_experimental,3,tgx-007;valaciclovir,tgx-007;valaciclovir,,,,0,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+ · squamous
NCT07347210,Evaluation of UCPVax Vaccine +/- Pembrolizumab Combined With Standard Treatment as Adjuvant Therapy in Patients With Unmethylated MGMT Glioblastoma,PHASE2,Phase 2,NOT_YET_RECRUITING,98,Centre Hospitalier Universitaire de Besancon,Centre Hospitalier Universitaire de Besancon,15,0,1,multi_experimental,3,temozolomide;ucpvax,pembrolizumab;temozolomide;ucpvax,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1,"IDHm, MGMT",metastatic
NCT07349693,Comparison of Cerebraca Wafer Plus Temozolomide Versus Temozolomide Alone in Recurrent Glioblastoma,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,175,"Everfront Biotech Co., Ltd.",Everfront Biotech,3,1,0,active_comparator,2,temozolomide (for relapsed malignant glioma),cerebraca wafer;temozolomide (for relapsed malignant glioma),,Small Molecule,,0,1,1,0,1,1,1,0,1,"IDHm, EGFR+, 1p19q-codel",1st-line · measurable (RECIST)
NCT07356973,Irinotecan-ChemoSeed in Surgically Resectable Glioblastoma,PHASE2,Phase 2,RECRUITING,147,CRISM Therapeutics LTD,CRISM Therapeutics,1,1,0,multi_experimental,2,irinotecan-chemoseed implementation into the resection cavity after surgical resection of gbm,,TOP1,Small Molecule,,0,0,0,0,0,0,0,1,0,,2nd-line+
NCT07365280,Neoantigen-Pulsed Autologous Dendritic Cell Vaccine Combined With Temozolomide for Newly Diagnosed Glioblastoma,PHASE2,Phase 2,NOT_YET_RECRUITING,78,ZSky Biotech Inc,ZSky Biotech,2,1,0,active_comparator,2,temozolomide (tmz),personalized dendritic cell vaccine zsneo-dc1.1;temozolomide (tmz),IDH1/2,Cell Therapy,,1,1,1,0,0,0,0,0,1,IDHm,
NCT07385846,Pilot Study of Navigated Focused Ultrasound and Pembrolizumab in the Treatment of Recurrent WHO Grade 4 IDH-Wildtype Glioblastoma With Mismatch Repair Deficiency,PHASE1,Phase 1,NOT_YET_RECRUITING,8,Jennifer Leddon,Jennifer Leddon,1,0,0,single_arm,1,device: navifus focused ultrasound sonification;pembrolizumab,device: navifus focused ultrasound sonification;pembrolizumab,PD-1,Monoclonal Antibody,MMR;PD-L1;genomic,1,1,1,0,0,0,0,0,1,IDHm,
NCT07387666,Imaging Acetadote Metabolism in Glioblastoma,EARLY_PHASE1,Phase 1,RECRUITING,10,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,0,single_arm,1,acetadote,acetadote,,,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07391215,5G-PEARL: Paxalisib in Malignant Brain Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,64,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,0,multi_experimental,2,paxalisib;temozolomide capsule,paxalisib;temozolomide capsule,PI3K,Small Molecule,MET;PI3K;PTEN;biomarker,0,1,1,0,0,0,0,0,1,IDHm,stage IV
NCT07392957,Safety and Efficacy of CTX-009 With or Without CTX-471 for Recurrent Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,54,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,4,ctx-009,ctx-009;ctx-471,VEGF/VEGFR,Bispecific Antibody,,1,1,1,0,0,0,0,0,1,IDHm,recurrent
NCT07431216,"A Phase 1b/2a Study to Evaluate the Safety, Pharmacokinetics, and Objective Response of STAR-001 (LP-184) in Combination With Spironolactone in Supratentorial Glioblastoma at First Progression",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,68,Starlight Therapeutics Inc.,Starlight Therapeutics,1,1,0,multi_experimental,2,spironolactone (drug);star-001 (lp-184) will be administered via iv infusion over 30 (± 5) minutes on day 1 and day 8 of each 21-day cycle.,spironolactone (drug);star-001 (lp-184) will be administered via iv infusion over 30 (± 5) minutes on day 1 and day 8 of each 21-day cycle.,,Small Molecule,biomarker;biomarker analysis,0,1,0,0,0,0,0,0,0,,recurrent · squamous · measurable (RECIST)
NCT07439172,Pre-Radiation Chemotherapy for Newly Diagnosed High-Grade Glioma.,PHASE2,Phase 2,NOT_YET_RECRUITING,70,The Cooper Health System,The Cooper Health System,1,0,0,single_arm,1,pre-radiation temozolomide.,pre-radiation temozolomide.,,Small Molecule,PR,0,1,0,0,0,0,0,0,0,,measurable (RECIST)
NCT07441707,A Study to Assess a Medicine Called Tovorafenib in Japanese Children and Young Adults With Brain Tumours,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,6,Ipsen,Ipsen,58,1,0,single_arm,1,tovorafenib,tovorafenib,BRAF,Small Molecule,BRAF;RAF,0,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+
NCT07455045,A Phase I Study of FZ-AD005 in Patients With High-Grade Glioma (HGG),PHASE1,Phase 1,NOT_YET_RECRUITING,40,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",Shanghai Fudan-Zhangjiang Bio-Pharmaceutical,13,1,0,single_arm,1,fz-ad005,fz-ad005,,Cell Therapy,,1,1,1,0,0,0,1,1,1,IDHm,metastatic · 1st-line
NCT07464925,A Phase 1 Safety and Dose Finding Study of GLIX1 in Adults With Recurrent or Progressive High-grade Glioma,PHASE1,Phase 1,RECRUITING,30,Tetragon Biosciences Ltd,Tetragon Biosciences,1,1,0,single_arm,1,glix1,glix1,TET2,Small Molecule,,0,1,0,0,0,0,0,0,0,,recurrent · ECOG 0
NCT07472790,A Study on the Novel Oncolytic Virus Combined With PD-1 Inhibitor in the Treatment of Recurrent High-grade Glioma,PHASE1,Phase 1,NOT_YET_RECRUITING,15,"Beijing Bio-Targeting Therapeutics Technology Co., Ltd",Beijing Bio-Targeting Therapeutics Technology,4,1,0,single_arm,1,novel oncolytic virus ad-td-nsil12（biottt001）,novel oncolytic virus ad-td-nsil12（biottt001）,PD-1,Cell Therapy,,1,1,0,0,0,0,0,0,0,,
NCT07480941,Dual-Targeting CAR-NK Cells for Recurrent/Progressive Glioblastoma and High-Grade Glioma,PHASE1,Phase 1,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,3,cyclophosphamide;device: intracranial catheter/reservoir for locoregional delivery;dual-target car-nk cells;fludarabine,cyclophosphamide;device: intracranial catheter/reservoir for locoregional delivery;dual-target car-nk cells;fludarabine,MSLN,CAR-T,MSLN,1,1,0,0,1,0,0,0,1,EGFR−,recurrent
NCT07485049,BGB-58067 in Newly Diagnosed Glioblastoma Patients With MTAP-Deleted Tumors,EARLY_PHASE1,Phase 1,RECRUITING,78,Nader Sanai,Nader Sanai,11,0,0,multi_experimental,2,bgb-58067,bgb-58067,PRMT5,Small Molecule,MET;MTAP,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · measurable (RECIST)
NCT07501559,A Phase Ib/II Clinical Trial to Evaluate the Safety and Efficacy of JL15003 Injection in Patients With Recurrent Glioblastoma (rGBM),PHASE1;PHASE2,Phase 2,RECRUITING,40,"Jecho Biopharmaceuticals Co., Ltd.",Jecho Biopharmaceuticals,5,1,0,single_arm,1,jl15003injection,jl15003injection,,,,0,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+ · squamous
NCT07502287,Dual-Target GD2/B7-H3 CAR-NK Cells for Pediatric Relapsed or Refractory Neuroblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,single_arm,1,cyclophosphamide;eb-dtnb-nk;fludarabine,cyclophosphamide;eb-dtnb-nk;fludarabine,GD2,Cell Therapy,GD2,1,1,0,0,0,0,0,1,0,,2nd-line+
NCT07518654,Phase I Clinical Trial of ThINKK Adoptive Immunotherapy After Allogeneic Hematopoietic Transplantation in Children With Leukemia or Neuroblastoma,PHASE1,Phase 1,NOT_YET_RECRUITING,12,Michel Duval,Michel Duval,1,0,0,single_arm,1,therapeutic inducers of natural killer killing (thinkk),therapeutic inducers of natural killer killing (thinkk),,,,0,1,0,0,0,0,0,0,0,,
NCT07537400,Patients Between the Ages of 12 Months to 21 Years With Newly-Diagnosed High-Risk Neuroblastoma Will Receive Children's Oncology Group (COG) Type Recommended Therapy With the Addition of Naxitamab and Granulocyte-Macrophage Colony Stimulating Factor (GM-CSF) to Induction Cycles 1-5,PHASE2,Phase 2,RECRUITING,10,Shaare Zedek Medical Center,Shaare Zedek Medical Center,3,0,0,single_arm,1,naxitamab,naxitamab,GD2,Monoclonal Antibody,ALK;GD2,1,1,0,0,0,0,0,0,0,,
NCT07539441,A Study of Mirdametinib in People With Central Nervous System Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,26,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,3,mirdametinib,mirdametinib,MEK,Small Molecule,ALK;NTRK;RET,0,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+ · measurable (RECIST)
NCT07551336,Dual-Targeting CAR-NK Cells for Recurrent/Progressive Glioblastoma and High-Grade Glioma,PHASE1,Phase 1,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,3,cyclophosphamide;device: intracranial catheter/reservoir for locoregional delivery;dual-target car-nk cells;fludarabine,cyclophosphamide;device: intracranial catheter/reservoir for locoregional delivery;dual-target car-nk cells;fludarabine,MSLN,CAR-T,MSLN,1,1,0,0,1,0,0,0,1,EGFR−,recurrent
NCT07560865,First-in Cancer-Type Phase I Study of FT536 for Recurrent WHO Grade 4 Astrocytoma,PHASE1,Phase 1,RECRUITING,9,"Masonic Cancer Center, University of Minnesota","Masonic Cancer Center, University of Minnesota",18,0,0,multi_experimental,3,biopsy/ intratumoral injection/ gross tumor resection;diagnostic test: blood/ cerebrospinal fluid/ tumor pathology;ft536,biopsy/ intratumoral injection/ gross tumor resection;diagnostic test: blood/ cerebrospinal fluid/ tumor pathology;ft536,CD19,Cell Therapy,CD19,1,1,1,1,0,0,0,0,1,"IDHm, MGMT",squamous
NCT07567469,A Safety and Efficacy Study of Combined Fianlimab + Cemiplimab in Children and Young Adults With Recurrent or Progressive High-Grade Glioma or Posterior Fossa-A Ependymoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,120,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,3,cemiplimab+fianlimab fixed dose combination (fdc),cemiplimab;cemiplimab+fianlimab fixed dose combination (fdc),PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,recurrent
NCT07569042,A Rollover Study of NBM-BMX in Combination With Temozolomide in Patients With Newly Diagnosed Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,15,Novelwise Pharmaceutical Corporation,Novelwise Pharmaceutical,3,1,0,single_arm,1,nbm-bmx capsule;temozolomide,nbm-bmx capsule;temozolomide,,,,0,1,0,0,1,0,0,0,1,EGFR+,
NCT07589257,A Study of VRT106 in Combination With Radiotherapy in Adult Patients With Diffuse Midline Glioma / Diffuse Intrinsic Pontine Glioma,PHASE2,Phase 2,RECRUITING,10,"Guangzhou Virotech Pharmaceutical Co., Ltd.",Guangzhou Virotech Pharmaceutical,6,1,0,single_arm,1,vrt106 for injection,vrt106 for injection,EZH2,Small Molecule,H3,0,1,0,0,0,0,0,0,0,,metastatic
NCT07604285,A Phase 1/2 Study of Safety and Tolerability of MT-125 With Chemoradiation in Patients With Newly Diagnosed MGMT Methylated Glioblastoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,36,Myosin Therapeutics Inc.,Myosin Therapeutics,2,1,0,multi_experimental,5,mt-125,mt-125,MGMT,Small Molecule,MGMT,0,1,1,1,1,0,0,0,1,"IDHm, MGMT, EGFR+",
NCT07609472,FG001 Near-Infrared Fluorescence Imaging During Tumor Resection in Newly Diagnosed High-Grade Glioma,PHASE2,Phase 2,NOT_YET_RECRUITING,76,FluoGuide A/S,FluoGuide A/S,1,1,0,single_arm,1,fg001,fg001,,,,0,1,1,0,1,1,1,0,1,"IDHm, EGFR+, 1p19q-codel",metastatic · 1st-line
NCT07620548,Laser Interstitial Thermal Therapy (LiTT) With Cemiplimab or Other Chemotherapy in Recurrent Glioblastomas,PHASE2,Phase 2,NOT_YET_RECRUITING,99,Washington University School of Medicine,Washington University School of Medicine,178,0,1,active_comparator,2,device: neuroblate laser ablation laser interstitial thermal therapy,cemiplimab;device: neuroblate laser ablation laser interstitial thermal therapy,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,IDHm,metastatic
NCT07678684,A Study of HF1K16 Combined With Bevacizumab in Patients With Recurrent or Progressive Glioma,PHASE2,Phase 2,RECRUITING,30,HighField Biopharmaceuticals Corporation,HighField Biopharmaceuticals,5,1,0,single_arm,1,hf1k16,hf1k16,VEGF/VEGFR,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT07680439,Illuminate: A Clinical Study Evaluating CAR T Immune Cell Therapy (BCB-276) for Patients With Diffuse Intrinsic Pontine Glioma (DIPG).,PHASE2,Phase 2,RECRUITING,75,"BrainChild Bio, Inc",BrainChild Bio,1,1,0,single_arm,1,bcb-276,bcb-276,,CAR-T,,1,1,0,0,0,0,0,0,0,,metastatic
NCT07698457,Clinical Benefit of 18F-FET in Glioma.,PHASE3,Phase 3,NOT_YET_RECRUITING,36,"Primo Biotechnology Co., Ltd",Primo Biotechnology,2,1,0,single_arm,1,diagnostic test: 18f-fluoroethyl-l-tyrosine,diagnostic test: 18f-fluoroethyl-l-tyrosine,,,,0,1,0,0,1,0,0,0,1,EGFR+,stage IV
NCT07698899,A Study of 177Lu-DTPA-Omburtamab in Children and Adolescents With Brain Cancer or Cancer That Has Spread to the Central Nervous System (CNS),PHASE1,Phase 1,RECRUITING,18,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,multi_experimental,4,25 mci 177lu- dtpa-omburtamab,25 mci 177lu- dtpa-omburtamab,,Monoclonal Antibody,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT07703436,Safety and Efficacy Study of Safusidenib in Participants With IDH1-Mutant Glioma Who Discontinued Vorasidenib Treatment Due to Progressive Disease,PHASE2,Phase 2,NOT_YET_RECRUITING,40,Nuvation Bio Inc.,Nuvation,16,1,0,single_arm,1,safusidenib,safusidenib,IDH1/2,Small Molecule,IDH1,0,1,1,0,0,1,0,1,1,"IDHm, 1p19q-codel",2nd-line+ · measurable (RECIST)
NCT07710690,"A Clinical Trial Evaluating the Tolerability, Safety, and Preliminary Efficacy of NRG-103 Injection in Patients With Recurrent or Progressive High-grade Glioma",PHASE1,Phase 1,RECRUITING,24,"Neuregen Therapeutics Co., Ltd.",Neuregen Therapeutics,1,1,0,single_arm,1,nrg-103,nrg-103,,,,0,1,0,0,0,0,0,0,0,,recurrent
NCT07712757,Safety and Efficacy Study of Safusidenib in Participants With Grade 2 IDH1-Mutant Glioma,PHASE3,Phase 3,NOT_YET_RECRUITING,140,Nuvation Bio Inc.,Nuvation,16,1,0,placebo_comparator,2,,safusidenib,IDH1/2,Small Molecule,IDH1;genomic,0,0,1,0,0,1,0,0,1,"IDHm, 1p19q-codel",recurrent
NCT07715097,Survivin-Targeted Dendritic Cell (DC) Cell Injection for Newly Diagnosed Glioblastoma,PHASE2,Phase 2,NOT_YET_RECRUITING,30,Beijing Tricision Biotherapeutics Inc,Beijing Tricision Biotherapeutics,2,1,0,single_arm,1,survivin-targeted dc cell injection,survivin-targeted dc cell injection,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,squamous
NCT07732413,Trial of NLG802 Indoximod Prodrug Plus Temozolomide for Patients With Progressive Pediatric Brain Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,30,Lumos Pharma,Lumos Pharma,1,1,0,single_arm,1,nlg802 (indoximod prodrug);temozolomide,nlg802 (indoximod prodrug);temozolomide,IDO1,Small Molecule,IDO1;biomarker,0,1,0,0,0,0,0,1,0,,2nd-line+
NCT07733674,Study of 203Pb-RMX-VH-PIB Dosimetry and Biodistribution in Patients With Glioblastoma Multiform (GBM) and Pancreatic Ductal Adenocarcinoma (PDAC),PHASE1,Phase 1,RECRUITING,20,"Radiomedix, Inc.",Radiomedix,2,1,0,single_arm,1,203pb-rmx-vhpib injection;diagnostic test: spect/ct imaging,203pb-rmx-vhpib injection;diagnostic test: spect/ct imaging,,Radiopharmaceutical,,0,1,1,0,1,0,0,0,1,"IDHm, EGFR+",recurrent
NCT07739017,OLIG2 Inhibitor CT-179 for Recurrent and Newly-diagnosed Glioblastoma,PHASE1,Phase 1,NOT_YET_RECRUITING,54,Olivia Newton-John Cancer Research Institute,Olivia Newton-John Cancer Research Institute,7,0,0,multi_experimental,2,ct-179,ct-179,,,,0,1,0,0,0,0,0,0,0,,
NCT07751744,"Phase 1/2 Study Evaluating the Safety, PK/PD, and Clinical Activity of Oral JBI-778 in Patients With Brain Metastases, Leptomeningeal Disease, or Recurrent High Grade Glioma",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,113,Jubilant Therapeutics Inc.,Jubilant Therapeutics,3,1,0,multi_experimental,4,jbi-778,jbi-778,,,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07762716,"Combination Immunotherapy Treatment for Glioblastoma Including BreakVax ImmunoTreatment (Designed and Manufactured Per Patient), Chemotherapy and Anti PD-1 Therapy",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,10,BreakBio Corp,BreakBio,2,1,0,single_arm,1,breakvax;ipilimumab 2.;losartan and aspirin;pembrolizumab;temozolomide (tmz),breakvax;ipilimumab 2.;losartan and aspirin;pembrolizumab;temozolomide (tmz),CTLA-4,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,0,0,0,0,0,0,,metastatic
NCT07767110,"Targeted LSAM-Cisplatin Infusion in Gliomas, Evaluation of Response",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,20,"NanOlogy, LLC",NanOlogy,9,1,0,single_arm,1,lsam-cisplatin,lsam-cisplatin,,,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07779798,"A Phase 1, Open-Label, Dose-Escalation Study to Evaluate Safety, Tolerability, and Clinical Activity of CBX-663 in Participants With Relapsed or Refractory Myeloid Malignancies, Advanced Solid Tumors, or Recurrent or Progressive Glioblastoma.",PHASE1,Phase 1,NOT_YET_RECRUITING,120,"Crossbow Therapeutics, Inc.",Crossbow Therapeutics,2,1,0,single_arm,1,cbx-663,cbx-663,,,,0,1,1,0,1,0,1,1,1,"IDHm, EGFR+",metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0-1
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,1,0,0,0,1,EGFR+,metastatic
NCT07784985,A Study of NST-628 in Recurrent Grade 4 Glioma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,12,Nader Sanai,Nader Sanai,11,0,0,single_arm,1,nst-628,nst-628,RAF/MEK,Small Molecule,MAPK pathway,0,1,0,0,0,0,0,1,0,,2nd-line+ · measurable (RECIST)
