nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AR,BRCA/HRR,PSMA,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT03902951,"Antiandrogen Therapy and SBRT in Treating Patients With Recurrent, Metastatic Prostate Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,1,single_arm,1,abiraterone acetate;apalutamide;leuprolide acetate;quality-of-life assessment;questionnaire administration;stereotactic body radiation therapy,abiraterone acetate;apalutamide;leuprolide acetate;quality-of-life assessment;questionnaire administration;stereotactic body radiation therapy,CYP17A1,Small Molecule,,0,1,0,0,1,0,0,0,1
NCT03903835,ProBio: A Biomarker Driven Study in Patients With Metastatic Prostate Cancer,PHASE3,Phase 3,RECRUITING,750,Karolinska Institutet,Karolinska Institutet,5,0,1,active_comparator,8,abiraterone oral tablet;apalutamide;cabazitaxel;docetaxel injectable solution;enzalutamide oral capsule;radium chloride ra-223,abiraterone oral tablet;apalutamide;capivasertib plus docetaxel;carboplatin;darolutamide;docetaxel injectable solution;enzalutamide oral capsule;niraparib plus abiraterone acetate plus prednisone,,Radiopharmaceutical,biomarker,0,1,0,0,0,0,1,0,0
NCT03951831,REGN2810 Followed by Chemoimmunotherapy for Newly Metastatic Hormone-sensitive Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,26,Mark Stein,Mark Stein,3,0,1,single_arm,1,degarelix;docetaxel;leuprolide acetate;regn2810,degarelix;docetaxel;leuprolide acetate;regn2810,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT03972657,A Trial to Find Out if REGN5678 (Nezastomig) is Safe and How Well it Works Alone or in Combination With Cemiplimab for Adult Participants With Metastatic Castration-Resistant Prostate Cancer and Other Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,345,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,4,regn5678,cemiplimab;regn5678,PSMA,Bispecific Antibody,PD-L1;PSMA,1,1,0,0,1,0,0,0,1
NCT03983954,"Naptumomab Estafenatox in Combination With Durvalumab in Subjects With Selected Advanced or Metastatic Solid Tumor, Including a Cohort Expansion in Esophageal Cancer.",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,NeoTX Therapeutics Ltd.,NeoTX Therapeutics,2,1,1,multi_experimental,11,naptumomab estafenatox and durvalumab,naptumomab estafenatox and durvalumab;obinutuzumab,5T4,Monoclonal Antibody,CD20;ER;HER2;PD-L1;biomarker;biomarker analysis,1,1,0,0,0,0,1,0,0
NCT04009967,Biomarkers for Neoadjuvant Pembrolizumab in Non-Metastatic Prostate Cancer Positive by 18FDG-PET Scanning,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,CHU de Quebec-Universite Laval,CHU de Quebec-Universite Laval,7,0,1,single_arm,1,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,0,0,0,0,0,0,0
NCT04025372,INTREPId (INTermediate Risk Erection PreservatIon Trial),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,234,Brigham and Women's Hospital,Brigham and Women's Hospital,15,0,1,multi_experimental,2,radiation therapy,bicalutamide;darolutamide;gnrh agonist;radiation therapy,AR,Small Molecule,AR;genomic,0,1,0,0,1,0,0,0,1
NCT04076059,An Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Chinese Patients With Metastatic Hormone Sensitive Prostate Cancer (mHSPC),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,180,"Astellas (Beijing) Pharmaceutical R&D Co., Ltd.",Astellas,171,1,1,placebo_comparator,3,androgen deprivation therapy (adt),androgen deprivation therapy (adt);enzalutamide,AR,Small Molecule,MET,0,1,1,0,0,0,0,1,1
NCT04090528,"pTVG-HP DNA Vaccine With or Without pTVG-AR DNA Vaccine and Pembrolizumab in Patients With Castration-Resistant, Metastatic Prostate Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,60,"University of Wisconsin, Madison","University of Wisconsin, Madison",61,0,1,multi_experimental,2,pembrolizumab;ptvg-hp,pembrolizumab;ptvg-ar;ptvg-hp,PD-1,Monoclonal Antibody,AR;PD-L1,1,1,0,0,0,0,0,1,0
NCT04104776,A Study of Tulmimetostat DZR123 (CPI-0209) in Patients With Advanced Solid Tumors and Lymphomas,PHASE1;PHASE2,Phase 2,RECRUITING,300,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,10,tulmimetostat,enzalutamide;tulmimetostat,EZH2,Small Molecule,AR;ARID1A;KDM4A;biomarker,0,1,1,0,0,0,0,1,1
NCT04104893,A Study of CHeckpoint Inhibitors in Men With prOgressive Metastatic Castrate Resistant Prostate Cancer Characterized by a Mismatch Repair Deficiency or Biallelic CDK12 Inactivation,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,40,VA Office of Research and Development,VA Office of Research and Development,6,0,1,single_arm,1,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,AR;MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,0,0,1,0,0,1
NCT04114825,Study of RV001V in Biochemical Failure Following Curatively Intended Therapy For Localized Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,180,RhoVac APS,RhoVac,2,1,0,placebo_comparator,2,,rv001v,,Vaccine,,1,0,0,0,0,0,0,0,0
NCT04126070,Nivolumab + Docetaxel + ADT in mHSPC Patients With DDRD or Inflamed Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,47,"Xiao X. Wei, MD","Xiao X. Wei, MD",1,0,1,multi_experimental,3,androgen deprivation therapy;docetaxel;nivolumab,androgen deprivation therapy;docetaxel;nivolumab,PD-1,Monoclonal Antibody,CD30;MMR;MSI;MSI-H;PD-L1;biomarker;biomarker analysis,1,1,0,0,0,1,0,0,1
NCT04136353,Darolutamide Augments Standard Therapy for Localised Very High-Risk Cancer of the Prostate,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1100,University of Sydney,University of Sydney,3,0,1,placebo_comparator,2,external beam radiotherapy;luteinizing hormone-releasing hormone analog;placebo oral tablet,darolutamide;external beam radiotherapy;luteinizing hormone-releasing hormone analog,AR,Small Molecule,AR,0,1,0,0,1,0,0,0,1
NCT04140526,"Safety, PK and Efficacy of ONC-392 in Monotherapy and in Combination of Anti-PD-1 in Advanced Solid Tumors and NSCLC",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,733,"OncoC4, Inc.",OncoC4,10,1,0,multi_experimental,3,onc-392,docetaxel;onc-392;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT04175431,"Prostate Specific Membrane Antigen (PSMA) or (FACBC) PET/CT Site-Directed Therapy for Treatment of Prostate Cancer, Flu-BLAST-PC Study",PHASE2,Phase 2,RECRUITING,100,University of Washington,University of Washington,74,0,0,active_comparator,3,computed tomography;positron emission tomography;psma pet scan,abiraterone;abiraterone acetate;computed tomography;lymphadenectomy;positron emission tomography;psma pet scan;radiation therapy,CYP17A1,Small Molecule,,0,1,0,0,1,0,0,0,1
NCT04176081,Study of Radiation Therapy in Combination With Darolutamide + Degarelix in Intermediate Risk Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,208,"University Health Network, Toronto","University Health Network, Toronto",91,0,1,active_comparator,2,radiation therapy,darolutamide;degarelix;radiation therapy,AR,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT04181203,"Combined Apalutamide, Radiotherapy, and LHRH Agonist in Prostate Cancer Patients After Prostatectomy",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,490,UNICANCER,UNICANCER,64,0,1,active_comparator,2,luteinising hormone releasing hormone agonist (lhrha);salvage radiotherapy (srt),apalutamide;luteinising hormone releasing hormone agonist (lhrha);salvage radiotherapy (srt),AR,Small Molecule,PSA,0,1,0,0,1,0,0,0,1
NCT04186585,Recommended Dose Estimation of BP-C2,PHASE1,Phase 1,RECRUITING,8,Meddoc,Meddoc,1,0,0,multi_experimental,3,bp-c2,bp-c2,,,,0,1,0,0,0,0,0,0,0
NCT04194554,"A Multi-Center Trial of Androgen Suppression With Abiraterone Acetate, Leuprolide, PARP Inhibition and Stereotactic Body Radiotherapy in Prostate Cancer",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,102,University of Michigan Rogel Cancer Center,University of Michigan Rogel Cancer Center,59,0,1,single_arm,1,abiraterone acetate;leuprolide;niraparib;stereotactic body radiotherapy (sbrt),abiraterone acetate;leuprolide;niraparib;stereotactic body radiotherapy (sbrt),PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,0,0,0,0,0,0,0
NCT04197141,Hypofractionated Whole-Pelvis Radiotherapy (WPRT) vs Conventionally-Fractionated WPRT in Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,58,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,4,0,1,active_comparator,2,conventionally-fractionated wprt,hypofractionated wprt,,,,0,1,0,0,0,0,0,0,0
NCT04221542,Study of AMG 509 in Participants With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,479,Amgen,Amgen,323,1,1,multi_experimental,7,amg 509,abiraterone;amg 509;enzalutamide,STEAP1,Bispecific Antibody,PSMA,1,1,0,0,1,0,0,1,1
NCT04242017,Long-term Better Than Short-term ADT With Salvage RT,PHASE2;PHASE3,Phase 3,RECRUITING,394,Universitaire Ziekenhuizen KU Leuven,Universitaire Ziekenhuizen KU Leuven,13,0,0,active_comparator,2,triptoreline,triptoreline,GnRH,Peptide,,0,1,0,0,1,0,0,0,1
NCT04249154,Postop Hypofractionated Radiation Therapy and LHRH in Patients With Prostate Cancer,PHASE2,Phase 2,RECRUITING,77,McGill University Health Centre/Research Institute of the McGill University Health Centre,McGill University Health Centre/Research Institute of the McGill University Health Centre,3,0,0,single_arm,1,eligard,,LHRH,Small Molecule,,0,0,0,0,0,0,0,0,0
NCT04253262,A Study of Copanlisib Combined With Rucaparib in Patients With Metastatic Castration-resistant Prostate Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,13,Brown University,Brown University,22,0,1,multi_experimental,6,copanlisib;rucaparib,copanlisib;rucaparib,PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,0,1,1,0,0,0,1
NCT04262154,"Study of Abiraterone Acetate or Enzalutamide, Atezolizumab, GnRH Analog and Radiation Therapy in Men With Newly Diagnosed Hormone-sensitive Prostate Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,abiraterone;atezolizumab;enzalutamide;follow up;gnrh analog;stereotactic body radiotherapy (sbrt),abiraterone;atezolizumab;enzalutamide;follow up;gnrh analog;stereotactic body radiotherapy (sbrt),PD-L1,Monoclonal Antibody,CMMRD;MET;MSI-H;PD-L1;TMB,1,1,0,0,0,0,0,0,0
NCT04267887,Advanced ChemoHormonal Therapy for Treatment Naive Metastatic Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,7,OHSU Knight Cancer Institute,OHSU Knight Cancer Institute,48,0,1,single_arm,1,abiraterone acetate;antiandrogen therapy;apalutamide;biospecimen collection;bone scan;computed tomography;questionnaire administration,abiraterone acetate;antiandrogen therapy;apalutamide;biospecimen collection;bone scan;computed tomography;questionnaire administration,CYP17A1,Small Molecule,,0,1,1,0,0,0,0,0,1
NCT04295447,Adjuvant Apalutamide in Subjects With High-risk Localized or Locally Advanced Prostate Cancer After Radical Prostatectomy,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,190,Universität Münster,Universität Münster,6,0,1,multi_experimental,2,apalutamide;standard of care,apalutamide;standard of care,AR,Small Molecule,PSA,0,1,1,0,1,0,0,0,1
NCT04319783,Darolutamide + Consolidation Radiotherapy in Advanced Prostate Cancer Detected by PSMA,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,65,Trans Tasman Radiation Oncology Group,Trans Tasman Radiation Oncology,5,0,1,multi_experimental,2,darolutamide,darolutamide;radiotherapy,AR,Small Molecule,AR,0,1,1,0,1,0,0,0,1
NCT04343885,"In Men With Metastatic Prostate Cancer, What is the Safety and Benefit of Lutetium-177 PSMA Radionuclide Treatment in Addition to Chemotherapy",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,130,"Peter MacCallum Cancer Centre, Australia","Peter MacCallum Cancer Centre, Australia",16,0,0,multi_experimental,2,177lu-psma-617;docetaxel,177lu-psma-617;docetaxel,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT04402151,Study of PSMA PET/MR Guided Stereotactic Body Radiation Therapy With Simultaneous Integrated Boost (SBRT-SIB) for High-Intermediate and High Risk Prostate Cancer,PHASE2,Phase 2,RECRUITING,50,Weill Medical College of Cornell University,Weill Medical College of Cornell University,90,0,0,single_arm,1,psma pet/mr - gallium-68 labeled psma-hbed-cc;stereotactic body radiation therapy (sbrt),,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT04419402,Enzalutamide With Lu PSMA-617 Versus Enzalutamide Alone in Men With Metastatic Castration-resistant Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,162,Australian and New Zealand Urogenital and Prostate Cancer Trials Group,Australian and New Zealand Urogenital and Prostate Cancer Trials Group,6,0,1,active_comparator,2,enzalutamide,enzalutamide;lu-psma,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT04422132,Randomized Phase II Trial of Salvage Radiotherapy for Prostate Cancer In 4 Weeks v. 2 Weeks,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,134,Weill Medical College of Cornell University,Weill Medical College of Cornell University,90,0,0,active_comparator,2,20 days radiation therapy (55 gy in 20 fractions);5 days radiation therapy (32.5 gy in 5 fractions),,,,,0,1,0,0,0,0,0,0,0
NCT04430192,"Dosimetry, Safety and Potential Benefit of 177Lu-PSMA-617 Prior to Prostatectomy",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,20,"Peter MacCallum Cancer Centre, Australia","Peter MacCallum Cancer Centre, Australia",16,0,0,single_arm,1,177lu-psma-617,177lu-psma-617,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT04446117,Study of Cabozantinib in Combination With Atezolizumab Versus Second NHT in Subjects With mCRPC,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,575,Exelixis,Exelixis,52,1,1,active_comparator,2,abiraterone acetate;enzalutamide,atezolizumab;cabozantinib,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0,0,0
NCT04471974,"ZEN-3694, Enzalutamide, and Pembrolizumab for the Treatment of Metastatic Castration-Resistant Prostate Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,61,Rahul Aggarwal,Rahul Aggarwal,7,0,1,multi_experimental,3,bet bromodomain inhibitor zen-3694;enzalutamide;pembrolizumab,bet bromodomain inhibitor zen-3694;enzalutamide;pembrolizumab,BRD4,Small Molecule,genomic,0,1,0,0,1,0,0,0,1
NCT04478279,A Phase 1-2 Study of ST101 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,125,Sapience Therapeutics,Sapience Therapeutics,3,1,0,multi_experimental,7,st101,radiation;st101;temozolomide,CEBPB,Peptide,BRAF,0,1,0,0,0,0,1,1,0
NCT04493853,Capivasertib+Abiraterone as Treatment for Patients With Metastatic Hormone-sensitive Prostate Cancer and PTEN Deficiency,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1012,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,2,abiraterone acetate,abiraterone acetate;capivasertib,AKT1,Small Molecule,PIK3CA;PTEN,0,1,0,0,1,0,0,1,1
NCT04497844,A Study of Niraparib in Combination With Abiraterone Acetate and Prednisone Versus Abiraterone Acetate and Prednisone for the Treatment of Participants With Deleterious Germline or Somatic Homologous Recombination Repair (HRR) Gene-MutatedProstatic Neoplasms (mCSPC),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,696,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,abiraterone acetate (aa);placebo fdc,niraparib+ abiraterone acetate fixed dose combination (fdc);placebo aa,PARP,,,0,1,0,1,0,0,0,0,1
NCT04503265,A Trial of AMXI-5001 for Treatment in Patients With Advanced Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,122,"AtlasMedx, Incorporated",AtlasMedx,1,1,0,single_arm,1,amxi-5001:dose escalation phase i;amxi-5001:dose expansion phase ii,amxi-5001:dose escalation phase i;amxi-5001:dose expansion phase ii,,,,0,1,0,0,0,0,0,1,0
NCT04557059,A Study of Adding Apalutamide to Radiotherapy and LHRH Agonist in High-Risk Patients With Hormone-Sensitive Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,691,"Janssen Pharmaceutica N.V., Belgium",Johnson & Johnson,363,1,1,active_comparator,3,lhrha;radiotherapy,apalutamide;lhrha;radiotherapy,AR,Small Molecule,AR;PSMA,0,1,1,0,1,0,0,1,1
NCT04557449,Study to Test the Safety and Tolerability of PF-07220060 in Participants With Advance Solid Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,362,Pfizer,Pfizer,687,1,1,multi_experimental,17,pf-07220060,enzalutamide;fulvestrant;letrozole;midazolam;pf-07220060,CDK4/6,Small Molecule,HER2,0,1,0,0,0,0,0,1,0
NCT04557501,PSMA PET/CT Guided Intensification of Therapy in Patients at Risk of Advanced Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,800,Centre hospitalier de l'Université de Montréal (CHUM),Centre hospitalier de l'Université de Montréal (CHUM),14,0,0,active_comparator,2,control arm,diagnostic test: psma pet/ct guided intensification of therapy,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT04577833,A Study of Comparative Formulations of Niraparib and Abiraterone Acetate (AA) in Men With Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,136,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,4,abiraterone acetate (aa);niraparib,abiraterone acetate (aa);niraparib,PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,0,1,0,0,0,0,1
NCT04585750,The Evaluation of PC14586 in Patients With Advanced Solid Tumors Harboring a TP53 Y220C Mutation (PYNNACLE),PHASE1;PHASE2,Phase 2,RECRUITING,300,"PMV Pharmaceuticals, Inc",PMV Pharmaceuticals,2,1,1,multi_experimental,9,rezatapopt,pembrolizumab;rezatapopt,PD-1,Monoclonal Antibody,KRAS;PD-L1,1,1,0,0,0,0,0,1,0
NCT04592237,"Cabazitaxel, Carboplatin, and Cetrelimab Followed by Niraparib With or Without Cetrelimab for the Treatment of Aggressive Variant Metastatic Prostate Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,2,cabazitaxel;carboplatin;cetrelimab;niraparib,cabazitaxel;carboplatin;cetrelimab;niraparib,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT04597411,Study of 225Ac-PSMA-617 in Men With PSMA-positive Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,101,Endocyte,Endocyte,28,1,0,multi_experimental,3,225^ac-psma-617;68^ga-psma-11,225^ac-psma-617;68^ga-psma-11,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT04606446,Study of PF-07248144 in Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,320,Pfizer,Pfizer,687,1,1,multi_experimental,10,pf-07248144,arv-471;fulvestrant;letrozole;palbociclib;pf-07220060;pf-07248144;pf-07850327;vepdegestrant,KAT6,Small Molecule,AKT1;ER;ESR1;HER2;HR;PIK3CA;PTEN,0,1,0,0,0,0,0,1,0
NCT04644068,Study of AZD5305 as Monotherapy and in Combination With Anti-cancer Agents in Patients With Advanced Solid Malignancies,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,702,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,6,azd5305,azd5305;camizestrant;carboplatin;dato-dxd;paclitaxel;t- dxd,PARP,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT04644770,"A Study of JNJ-69086420, an Actinium-225-Labeled Antibody Targeting Human Kallikrein-2 (hK2) for Advanced Prostate Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,144,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,4,jnj-69086420,jnj-69086420;jnj-78278343;stereotactic body radiation therapy,KLK2,Radiopharmaceutical,AR,0,1,1,0,0,0,0,0,1
NCT04647526,Study Evaluating mCRPC Treatment Using PSMA [Lu-177]-PNT2002 Therapy After Second-line Hormonal Treatment,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,455,"POINT Biopharma, a wholly owned subsidiary of Eli Lilly and Company",Eli Lilly,535,1,1,active_comparator,4,[lu-177]-pnt2002;abiraterone;enzalutamide,[lu-177]-pnt2002,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,1,0,1
NCT04655365,Detecting Metastases by PyL PET/CT in Subjects Starting Enzalutamide for Untreated Castration Resistant Prostate Cancer.,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,50,CHU de Quebec-Universite Laval,CHU de Quebec-Universite Laval,7,0,1,single_arm,1,enzalutamide capsule,enzalutamide capsule,AR,Small Molecule,AR-V7,0,1,0,0,0,0,0,1,0
NCT04662580,ARX517/JNJ-95298177 as Monotherapy or Combination Therapy in Subjects With Metastatic Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,183,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,3,arx517,abiraterone acetate;apalutamide;arx517,PSMA,ADC,,1,1,0,0,1,0,0,0,1
NCT04663997,177 LuPSMA-617 vs Docetaxel in Metastatic Castration Resistant and PSMA-Positive Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,200,Canadian Cancer Trials Group,Canadian Cancer Trials Group,48,0,1,active_comparator,2,docetaxel,177lu-psma-617,PSMA,Radiopharmaceutical,AR;PSMA,0,1,1,0,1,0,0,0,1
NCT04689828,177Lu-PSMA-617 vs. Androgen Receptor-Directed Therapy in the Treatment of Progressive Metastatic Castrate Resistant Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,469,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,2,68ga-psma-11;ardt,177lu-psma-617;68ga-psma-11,PSMA,Radiopharmaceutical,AR;PSMA;biomarker,0,1,1,1,1,0,0,0,1
