nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRCA/HRD,platinum_status,PD-L1,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06682988,"A Study to Assess Adverse Events and Change in Disease Activity in Participants With Platinum-Resistant Advanced High-Grade Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers With High Folate Receptor-Alpha Expression Treated With Intravenously (IV) Infused Mirvetuximab Soravtansine",PHASE2,Phase 2,RECRUITING,110,AbbVie,AbbVie,274,1,1,multi_experimental,3,mirvetuximab soravtansine,mirvetuximab soravtansine,FOLR1,ADC,FOLR1;PR,1,1,0,1,0,1,1,1,platinum-status,1st-line · measurable (RECIST) · ECOG 0
NCT06686030,Combination Therapy of AK112 With Chemotherapy and/or Olaparib in Platinum-sensitive Ovarian Cancer,PHASE2,Phase 2,RECRUITING,150,Akeso,Akeso,103,1,0,multi_experimental,5,,ak112 high dose;ak112 low dose;olaparib,PD-1,Bispecific Antibody,PD-L1,1,1,1,0,0,0,0,1,BRCA/HRD+,metastatic · measurable (RECIST) · ECOG 0
NCT06687070,APG-2449 Monotherapy or in Combination With PLD in Patients With Platinum-resistant Recurrent OC or Advanced ST,PHASE1,Phase 1,RECRUITING,90,Ascentage Pharma Group Inc.,Ascentage Pharma,45,1,0,multi_experimental,2,apg -2449,apg -2449;pld,FAK,Small Molecule,ALK;ROS1,0,1,0,0,0,0,0,0,,metastatic · small-cell · ECOG 0
NCT06690775,CATALINA-2: A Clinical Study of TORL-1-23 in Platinum-resistant Ovarian Cancer.,PHASE2,Phase 2,RECRUITING,230,"TORL Biotherapeutics, LLC",TORL Biotherapeutics,8,1,0,multi_experimental,3,pegfilgrastim (drug);torl-1-23,pegfilgrastim (drug);torl-1-23,CLDN6,ADC,Claudin 6;PR,1,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,PHASE2,Phase 2,RECRUITING,200,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,ALK;BRAF;EGFR;HER2;KRAS;MET;ROS1,1,1,0,0,0,0,0,0,,metastatic · small-cell · measurable (RECIST)
NCT06710288,"A Phase 2, Open-label, Single-arm Study Of Autologous M-CENK Adoptive Cell Therapy And N-803 (IL-15 Superagonist) In Combination With Gemcitabine In Participants With Recurrent Platinum-Resistant High-Grade Ovarian Cancer",PHASE2,Phase 2,RECRUITING,20,"ImmunityBio, Inc.",ImmunityBio,63,1,0,single_arm,1,gemcitabine;m-cenk;n-803,gemcitabine;m-cenk;n-803,IL-15,,,0,1,0,1,0,0,0,1,platinum-status,metastatic · squamous · measurable (RECIST)
NCT06710756,Lead-212 PSV359 Therapy for Patients With Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,112,Perspective Therapeutics,Perspective Therapeutics,4,1,0,multi_experimental,2,[203pb]pb-psv359;[212pb]pb-psv359,[203pb]pb-psv359;[212pb]pb-psv359,FAP,Radiopharmaceutical,FAP,0,1,0,0,0,0,0,0,,metastatic · ECOG 0-1
NCT06714617,Evaluate BL-M17D1 in Patients w/HER2-Expressing/Mutant Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m17d1,bl-m17d1,HER2,ADC,HER2;MET,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06724263,"A Multicenter, Open-label Phase IIa Clinical Study to Evaluate the Efficacy and Safety of B1962 Injection in the Treatment of Advanced Malignant Solid Tumors",PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Tasly Biopharmaceuticals Co., Ltd.",Tasly Biopharmaceuticals,3,1,0,single_arm,1,b1962,b1962,,,ER;PD-L1;PR,0,1,0,1,1,1,0,1,"platinum-status, PD-L1+",metastatic · 1st-line · squamous · measurable (RECIST)
NCT06730347,A Study of Lorigerlimab in Participants With Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,80,MacroGenics,MacroGenics,29,1,0,multi_experimental,4,lorigerlimab,lorigerlimab,PD-1,Bispecific Antibody,PD-L1;PR,1,1,1,1,1,1,1,1,"BRCA/HRD+, platinum-status, PD-L1+",metastatic · 1st-line · squamous · measurable (RECIST)
NCT06730581,Utidelone Capsule Monotherapy for Patients with Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,100,"Beijing Biostar Pharmaceuticals Co., Ltd.",Beijing Biostar Pharmaceuticals,12,1,0,multi_experimental,3,utidelone capsule,utidelone capsule,Tubulin,Small Molecule,HER2;MET,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06738966,"A Study of BL0175 Injection in Postmenopausal Female Adults With HR-positive, Locally Advanced or Metastatic Cancer",PHASE1,Phase 1,RECRUITING,9,"Shanghai Best-Link Bioscience, LLC",Shanghai Best-Link Bioscience,6,1,0,multi_experimental,5,bl0175,bl0175,HER2,Peptide,ER;HER2;PR,0,1,0,0,0,0,0,0,,metastatic · squamous
NCT06748872,"EPITOME-1015-I: a Study to Investigate the Safety and Tolerability of MDG1015 in Patients with Epithelial Ovarian Cancer, Gastroesophageal Adenocarcinoma, Round Cell Liposarcoma And/or Synovial Sarcoma",PHASE1,Phase 1,NOT_YET_RECRUITING,55,Medigene AG,Medigene,4,1,0,single_arm,1,lymphodepletion;tcr-t cells (mdg1015),lymphodepletion;tcr-t cells (mdg1015),NY-ESO-1,Cell Therapy,LAGE-1A;NY-ESO-1,1,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06751329,A Study of DM002 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,280,"Xadcera Biopharmaceutical (Suzhou) Co., Ltd.",Xadcera Biopharmaceutical (Suzhou),2,1,0,multi_experimental,5,dm002,dm002,HER3,ADC,biomarker,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06751485,"JSKN003 in Platinum-Resistant, Relapsed Epithelial Ovarian Cancer",PHASE3,Phase 3,NOT_YET_RECRUITING,430,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",Jiangsu Alphamab Biopharmaceuticals,35,1,0,active_comparator,2,doxorubicin;paclitaxel;topotecan,jskn003,HER2,Monoclonal Antibody,HER2,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT06756035,CT-95 in Advanced Cancers Associated With Mesothelin Expression,PHASE1,Phase 1,RECRUITING,70,Context Therapeutics Inc.,Context Therapeutics,5,1,0,single_arm,1,ct-95,ct-95,,Bispecific Antibody,,1,1,0,0,0,0,0,0,,advanced · measurable (RECIST) · ECOG 0
NCT06769152,A Phase II Clinical Study to Evaluate the Efficacy and Safety of HLX43 (Anti-PD-L1 ADC) in Patients With Advanced Gynecological Malignant Tumors,PHASE2,Phase 2,RECRUITING,190,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,4,hlx43,hlx43,PD-L1,ADC,PD-L1,1,1,0,1,1,1,0,1,"platinum-status, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06769425,HS-10502 Combination Treatment in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,157,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,multi_experimental,7,,hs-10502 + bevacizumab;hs-10502 + hs-20089;hs-10502 + hs-20093;hs-10502 + nab-paclitaxel or docetaxel or irinotecan;hs-10502 + nha;hs-10502 + platinum + bevacizumab;hs-10502+ apatinib,,,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06774963,A Phase 1 Study of LNCB74 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,145,"NextCure, Inc.",NextCure,8,1,0,multi_experimental,2,lncb74,lncb74,B7-H4,ADC,,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT06778863,A Study of CLSP-1025 in Adult Patients With Solid Tumors That Harbor the p53 R175H Mutation,PHASE1,Phase 1,RECRUITING,90,"Clasp Therapeutics, Inc.",Clasp Therapeutics,2,1,0,multi_experimental,2,clsp-1025,clsp-1025,p53,Bispecific Antibody,HLA-A*02:01;P53,1,1,0,0,0,0,0,0,,metastatic
NCT06787612,Investigation of Ubamatamab Combination Therapy in Adult Participants With Platinum-Resistant Ovarian Cancer,PHASE2,Phase 2,RECRUITING,297,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,6,sarilumab;ubamatamab,bevacizumab;cemiplimab;fianlimab;pld;regn10597;sarilumab;ubamatamab,MUC16,Bispecific Antibody,MUC16,1,1,0,1,0,0,0,1,platinum-status,metastatic · measurable (RECIST)
NCT06792435,XNW27011 Study of Advanced Solid Tumor Subjects Who Failed Standard Therapies.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,240,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,2,xnw27011,xnw27011,CLDN18.2,ADC,CLDN18.2,1,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06792552,A Phase I Study of SIM0505 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,738,"NextCure, Inc.",NextCure,8,1,0,multi_experimental,5,sim0505 for injection,sim0505 for injection,CDH6,ADC,PD-L1;PR;biomarker,1,1,1,1,1,1,1,1,"BRCA/HRD+, platinum-status, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06799065,"First-in-Human Study of ATX-295, an Oral Inhibitor of KIF18A, in Patients With Advanced or Metastatic Solid Tumors, Including Ovarian Cancer",PHASE1,Phase 1,RECRUITING,90,Accent Therapeutics,Accent Therapeutics,2,1,0,multi_experimental,2,atx-295,atx-295,KIF18A,Small Molecule,,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+
NCT06799637,Study of XNW28012 in Subjects With Advanced Solid Tumors Who Failed Standard Treatments,PHASE1;PHASE2,Phase 2,RECRUITING,350,Evopoint Biosciences Inc.,Evopoint Biosciences,13,1,0,single_arm,1,xnw28012,,TF,Cell Therapy,,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 2
NCT06819007,Study of Trastuzumab Deruxtecan With Bevacizumab Versus Bevacizumab Monotherapy for First-line Maintenance in HER2-Expressing Ovarian Cancer (DESTINY-Ovarian01),PHASE3,Phase 3,RECRUITING,582,Daiichi Sankyo,Daiichi Sankyo,178,1,1,active_comparator,2,bevacizumab,bevacizumab;trastuzumab deruxtecan,VEGF/VEGFR,Monoclonal Antibody,HER2,1,1,1,0,0,0,0,1,BRCA/HRD+,
NCT06819215,Phase I/II Clinical Study to Evaluate VB15010 Tablets in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,188,"Zhejiang Yangli Pharmaceutical Technology Co., Ltd.",Zhejiang Yangli Pharmaceutical Technology,3,1,0,single_arm,1,vb15010,vb15010,PARP,Small Molecule,,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic
NCT06824467,A Study to Evaluate the Efficacy and Safety of Sacituzumab Tirumotecan (MK-2870) Maintenance Treatment Versus Standard of Care in Participants With Platinum-sensitive Recurrent Ovarian Cancer (MK-2870-022/TroFuse-022/ENGOT-ov84/GOG-3103),PHASE3,Phase 3,RECRUITING,770,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,bevacizumab,acetaminophen (or equivalent);bevacizumab;dexamethasone (or equivalent);h1 receptor antagonist;h2 receptor antagonist;sacituzumab tirumotecan;steroid mouthwash (dexamethasone or equivalent),VEGF/VEGFR,Monoclonal Antibody,,1,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line
NCT06828354,A Study of SHR-A1811 in Subjects With Ovarian Cancer,PHASE3,Phase 3,RECRUITING,300,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,2,doxorubicin hydrochloride liposome injection;gemcitabine hydrochloride for injection;paclitaxel injection;topotecan hydrochloride for injection,shr-a1811,HER2,ADC,HER2,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06834672,"Study of IBI354 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,450,Innovent Biologics (Suzhou) Co. Ltd.,Innovent,107,1,0,active_comparator,2,paclitaxel/gemcitabine/liposomal doxorubicin,ibi354,HER2,ADC,HER2;PR,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · squamous · measurable (RECIST)
NCT06840002,A Clinical Study of SHR-A1811 Combined With Chemotherapy for Platinum Sensitive Recurrent Ovarian Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,150,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,single_arm,1,adebrelimab injection;bevacizumab;carboplatin;doxorubicin hydrochloride liposome injection;oxaliplatin for injection;paclitaxel injection;shr-a1811,adebrelimab injection;bevacizumab;carboplatin;doxorubicin hydrochloride liposome injection;oxaliplatin for injection;paclitaxel injection;shr-a1811,HER2,ADC,HER2,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT06840886,A Study of PHST001 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,272,Pheast Therapeutics,Pheast Therapeutics,1,1,0,multi_experimental,2,phst001,chemotherapy per standard of care;phst001,CD24,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06843447,A Clinical Study of Raludotatug Deruxtecan in People With Ovarian Cancer (MK-5909-003),PHASE1;PHASE2,Phase 2,RECRUITING,605,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,14,bevacizumab;carboplatin;gemcitabine;paclitaxel;pegylated liposomal doxorubicin,bevacizumab;carboplatin;mk-2010;paclitaxel;pembrolizumab;raludotatug deruxtecan;rescue medication,VEGF/VEGFR,Monoclonal Antibody,biomarker,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · measurable (RECIST)
NCT06855069,HS-20089 for Injection in Patients With Platinum-Resistant Recurrent Epithelial Ovarian Cancer,PHASE3,Phase 3,RECRUITING,468,Hansoh BioMedical R&D Company,Hansoh,82,1,0,active_comparator,2,doxorubicin;paclitaxel;topotecan,hs-20089,B7-H4,ADC,,1,1,0,1,0,0,0,1,platinum-status,measurable (RECIST) · ECOG 0-1
NCT06867562,Paclitaxel Lipid Suspension for Patients with Platinum-Resistant /Refractory Ovarian Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,166,Jina Pharmaceuticals Inc.,Jina Pharmaceuticals,3,1,0,active_comparator,2,conventional paclitaxel or taxol,paclitaxel lipid suspension,TUBB,Small Molecule,MET,0,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · squamous · measurable (RECIST)
NCT06873555,A Study of DC05F01 in Chinese Patients With Recurrent/Refractory Ovarian Cancer and Other Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,60,Heronova Pharmaceuticals,Heronova Pharmaceuticals,3,1,0,multi_experimental,4,dc05f01,dc05f01,,,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · small-cell · measurable (RECIST)
NCT06888921,A Clinical Trial to Evaluate the Safety and Efficacy of COM701 in Relapsed Platinum Sensitive Ovarian Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,60,Compugen Ltd,Compugen,5,1,0,placebo_comparator,2,,com701,PVRIG,Monoclonal Antibody,PD-L1,1,0,0,1,1,0,1,1,"platinum-status, PD-L1+",metastatic · 2nd-line+
NCT06890338,"A Study to Assess Anti-Tumor Activity of Intravenously (IV) Infused Carboplatin With Mirvetuximab Soravtansine in Participants With Newly Diagnosed Folate Receptor Alpha (FRα)Expressing Advanced-Stage Serous Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer.",PHASE2,Phase 2,RECRUITING,140,AbbVie,AbbVie,274,1,1,single_arm,1,bevacizumab;carboplatin;mirvetuximab soravtansine,bevacizumab;carboplatin;mirvetuximab soravtansine,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06906341,Relacorilant in Combination With Different Treatment Regimens in Patients With Gynecological Cancers,PHASE2,Phase 2,RECRUITING,270,Corcept Therapeutics,Corcept Therapeutics,18,1,0,multi_experimental,3,nab-paclitaxel;relacorilant,bevacizumab;nab-paclitaxel;relacorilant,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,1,0,0,0,1,platinum-status,metastatic
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06915025,"Phase 3 Trial Evaluating the Safety & Efficacy of IMNN-001 Administered in Combination w/ Standard NACT & Adjuvant Chemotherapy in Newly Diagnosed Patients w/ Advanced EOC, Fallopian Tube or Primary Peritoneal Cancer",PHASE3,Phase 3,RECRUITING,500,Imunon,Imunon,14,1,0,active_comparator,2,carboplatin;niraparib;olaparib;paclitaxel,carboplatin;imnn-001 (il-12 plasmid formulated with peg-pei-cholesterol lipopolymer);niraparib;olaparib;paclitaxel,IL-12,mRNA,biomarker,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic · ductal · ECOG 0-1
NCT06926075,Early Phase Study of KESONOTIDE™in Participants With Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,80,Filamon LTD,Filamon,1,1,0,multi_experimental,2,a novel hgiia-vimentin inhibitor;dose expansion,a novel hgiia-vimentin inhibitor;dose expansion,VIMENTIN,Small Molecule,biomarker,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06930755,Study of NMS-03305293 in Adult Patients With Relapsed Ovarian Cancer,PHASE1,Phase 1,RECRUITING,24,Nerviano Medical Sciences,Nerviano Medical Sciences,15,1,0,single_arm,1,nms-03305293;topotecan,nms-03305293;topotecan,,,,0,1,1,1,0,0,1,1,"BRCA/HRD+, platinum-status",recurrent · 2nd-line+ · squamous · measurable (RECIST)
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06963840,Effect of Theronomic Ova-All Care on Biomarkers of Ovarian Health in Adult Female With Polycystic Ovarian Syndrome,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,16,Wellizen Australia,Wellizen Australia,1,1,0,single_arm,1,dietary supplement: theronomic ova-all care,dietary supplement: theronomic ova-all care,,,biomarker,0,1,0,0,0,0,0,0,,
NCT06964009,DT2216 + Paclitaxel in Platinum-Resistant Ovarian Cancer,PHASE1,Phase 1,RECRUITING,30,"Elizabeth Stover, MD, PhD","Elizabeth Stover, MD, PhD",1,0,0,single_arm,1,dt2216;paclitaxel,dt2216;paclitaxel,BCL-XL,Small Molecule,BCL-2;MET,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT06976892,Investigating Idetrexed and Olaparib in Patients With Ovarian Cancer,PHASE1,Phase 1,RECRUITING,33,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,0,multi_experimental,2,,dose level -1;dose level 1;dose level 2 (starting dose);dose level 3;maximum tolerated dose,TS,Small Molecule,Folate Receptor,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06994195,A Study Comparing BL-B01D1 With the Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Recurrent Epithelial Ovarian Cancer(PANKU-GYN01),PHASE3,Phase 3,RECRUITING,450,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,liposomal doxorubicin;paclitaxel or topotecan,bl-b01d1,EGFR,ADC,,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT06997029,A Phase 1 Study of BMS-986500 as Monotherapy or Combination Therapy in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,234,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,5,bms-986500,bms-986500;fulvestrant;palbociclib,CDK4/6,Small Molecule,CDK4/6 inhibitor resistance,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06999187,"A Study of DR-0202 in Patients With Locally Advanced or Metastatic, Relapsed or Refractory Carcinomas",PHASE1,Phase 1,RECRUITING,96,Dren Bio,Dren Bio,2,1,0,multi_experimental,8,dr-0202,dr-0202,,Bispecific Antibody,HER2,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07023627,A Study of INCB123667 in Participants With Platinum-Resistant Ovarian Cancer With Cyclin E1 Overexpression,PHASE2,Phase 2,RECRUITING,160,Incyte Corporation,Incyte,162,1,0,multi_experimental,3,incb123667,incb123667,CCNE1,Small Molecule,Cyclin E1;PR,0,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line
NCT07024784,A Study to Assess Change in Disease Activity and Adverse Events in Adult Participants With Gynecologic Cancers Receiving Intravenous Infusion of IMGN151 as Monotherapy or in Combination With Other Therapies,PHASE2,Phase 2,RECRUITING,377,AbbVie,AbbVie,274,1,1,multi_experimental,6,imgn151,bevacizumab;carboplatin;imgn151;olaparib,VEGF/VEGFR,ADC,FRα,1,1,0,1,0,0,0,1,platinum-status,measurable (RECIST)
NCT07030907,A Study to Evaluate the Safety and Efficacy of OPB-101 in Platinum-resistant Ovarian Cancer,PHASE1,Phase 1,RECRUITING,30,"Outpace Bio, Inc.",Outpace Bio,2,1,0,single_arm,1,opb-101,opb-101,MSLN,CAR-T,mesothelin,1,1,0,1,0,0,0,1,platinum-status,recurrent · measurable (RECIST)
NCT07038369,A Phase 1 Study of ATV-1601 in Patients With Advanced Cancer That Have AKT1 E17K Mutations,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,134,"Atavistik Bio, Inc",Atavistik Bio,1,1,0,multi_experimental,2,,atv-1601;atv-1601 + fulvestrant,AKT1,Small Molecule,AKT1;BRAF;HER2;KRAS,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07042802,A Study of LBL-024 in Combination With Paclitaxel ± Bevacizumab for the Treatment of Platinum-resistant Ovarian Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,180,"Nanjing Leads Biolabs Co.,Ltd",Nanjing Leads Biolabs,19,1,0,active_comparator,4,bevacizumab injection;paclitaxel injection,bevacizumab injection;lbl-024 for injection;paclitaxel injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,measurable (RECIST) · ECOG 0
NCT07044349,"Phase II Clinical Study of Utidelone Capsule (UTD2) in Patients With Advanced Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",PHASE2,Phase 2,NOT_YET_RECRUITING,72,"Beijing Biostar Pharmaceuticals Co., Ltd.",Beijing Biostar Pharmaceuticals,12,1,0,multi_experimental,4,utidelone capsule,utidelone capsule,Tubulin,Small Molecule,,0,1,0,1,0,1,0,1,platinum-status,metastatic · 1st-line · measurable (RECIST)
NCT07059845,A Study to Assess Adverse Events and Change in Disease Activity of Multiple Treatment Combinations With Intravenous Mirvetuximab Soravtansine in Adult Participants With Ovarian Cancer,PHASE2,Phase 2,RECRUITING,400,AbbVie,AbbVie,274,1,1,multi_experimental,7,,bevacizumab;carboplatin;mirvetuximab soravtansine,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,1,0,0,1,1,"BRCA/HRD+, platinum-status",neoadjuvant · 2nd-line+ · measurable (RECIST)
NCT07064018,"Trial of Single Protein Encapsulated Doxorubicin, SPEDOX-6 in Advanced Malignancies",PHASE1;PHASE2,Phase 2,RECRUITING,67,"University of California, Irvine","University of California, Irvine",22,0,0,multi_experimental,8,spedox-6,filgrastim;pegfilgrastim;spedox-6,KRAS,Small Molecule,FCRN;KRAS,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07069335,A Bioequivalence Study to Evaluate Pharmacokinetics and Safety of BR2022 and BR2022-1 in Patients With Deleterious or Suspected Deleterious Germline BRCA-Mutated Advanced Ovarian Cancer,PHASE1,Phase 1,RECRUITING,24,"Boryung Pharmaceutical Co., Ltd",Boryung Pharmaceutical,7,1,0,multi_experimental,2,olaparib,olaparib,PARP,Small Molecule,BRCA1;BRCA2,0,1,1,0,0,0,0,1,BRCA/HRD+,advanced
NCT07088588,Study of SYN608 for the Treatment of Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,105,"Hangzhou SynRx Therapeutics Biomedical Technology Co., Ltd",Hangzhou SynRx Therapeutics Biomedical Technology,3,1,0,single_arm,1,syn608,syn608,PARG,Small Molecule,,0,1,1,0,0,0,1,1,BRCA/HRD+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07109414,Trial of NP-G2-044 (Prilukae) Combined With PLD for Treatment of Platinum-Resistant Ovarian Cancer (ULTIMUS-1),PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,380,"Novita Pharmaceuticals, Inc.",Novita Pharmaceuticals,3,1,0,active_comparator,7,pld,np-g2-044;pld,FSCN1,Small Molecule,,0,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · measurable (RECIST) · ECOG 0-1
NCT07109726,A Phase 1/2 Trial of TER-2013 in Patients With Solid Tumors Harboring AKT/PI3K/PTEN Pathway Alterations,PHASE1;PHASE2,Phase 2,RECRUITING,205,Terremoto Biosciences Inc.,Terremoto Biosciences,1,1,0,multi_experimental,4,ter-2013,fulvestrant injection;ter-2013,AKT,Small Molecule,AKT;BRAF;HER2;KRAS;PI3K;PTEN,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07115043,A Study to Investigate Safety of AZD6750 in Adult Participants With Select Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,120,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd6750,azd6750;rilvegostomig,IL-2,Small Molecule,PD-L1,0,1,0,0,1,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST) · ECOG 0-1
NCT07156253,Study of SYN818 With Olaparib for the Treatment of Locally Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,110,"Hangzhou SynRx Therapeutics Biomedical Technology Co., Ltd",Hangzhou SynRx Therapeutics Biomedical Technology,3,1,0,single_arm,1,syn818 and olaparib will be administered,syn818 and olaparib will be administered,PARP,Small Molecule,BRCA1;BRCA2;HER2;HRR,0,1,1,0,0,0,1,1,BRCA/HRD+,metastatic · 2nd-line+ · measurable (RECIST)
