nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRAF,NRAS,PD-L1,first_line,later_line,biomarker_selected
NCT07340619,"Clinical Trial Evaluating the Biological Activity of a New Drug Identified as Prifetrastat (PF-07248144), Combined With Fulvestrant for the Treatment of Patients With Hormone Receptor Positive (HR+) and HER2 Negative (HER2-) Breast Cancer Extended to Other Organs.",PHASE2,Phase 2,NOT_YET_RECRUITING,51,UNICANCER,UNICANCER,64,0,1,multi_experimental,2,,prifetrastat in combination with fulvestrant;prifetrastat monotherapy for 15 days then combination with fulvestrant,HER2,Small Molecule,ER;HER2;MET;biomarker,0,1,0,0,0,0,1,0
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,1,0
NCT07371663,An Phase Ib/II Clinical Trial of TCC1727 Combination Therapy in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,266,"Beijing Tide Pharmaceutical Co., Ltd",Beijing Tide Pharmaceutical,2,1,0,multi_experimental,3,benmelstobart injection;tcc1727 tablet,benmelstobart injection;tcc1727 tablet,PARP,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;PD-L1;RET;ROS1;biomarker,1,1,1,1,1,1,1,1
NCT07376707,A Phase 1 Study of TGI-5 as Monotherapy and in Combination With Nivolumab in Subjects With Locally Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,194,"Hefei TG ImmunoPharma Co., Ltd.",Hefei TG ImmunoPharma,1,0,0,single_arm,1,tgi-5,tgi-5,PD-1,Monoclonal Antibody,ALK;BRAF;KRAS;MET;MSI;MSI-H;PD-L1,1,1,1,0,1,0,1,1
NCT07406724,HS-IT101 Injection Versus Chemotherapy in the Treatment of Advanced Melanoma,PHASE2,Phase 2,NOT_YET_RECRUITING,90,"Qingdao Sino-Cell Biomedicine Co., Ltd.",Qingdao Sino-Cell Biomedicine,6,1,0,active_comparator,2,investigator's selection of appropriate chemotherapy,il-2 administration for tumor-infiltrating lymphocyte (til) therapy;infusion of hs-it101 injection;lymphodepletion conditioning;tumor tissue sampling,,,,0,1,0,0,0,0,0,0
NCT07449754,Belvarafenib in Combination With Cobimetinib in Patients With Locally Advanced or Metastatic NRAS-Mutant Melanoma,PHASE2,Phase 2,RECRUITING,45,Hanmi Pharmaceutical Company Limited,Hanmi,23,1,0,single_arm,1,belvarafenib;cobimetinib,belvarafenib;cobimetinib,BRAF,Small Molecule,NRAS,0,1,0,1,0,0,0,1
NCT07475572,Pharmacokinetic Similarity Study to Compare AVT32-DRL_PB With Keytruda® in Participants With Fully Resected Melanoma,PHASE1,Phase 1,RECRUITING,120,Alvotech Swiss AG,Alvotech Swiss,1,1,0,active_comparator,2,pembrolizumab,avt32-drl_pb,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT07476326,"Pharmacokinetics, Safety, and Immunogenicity Comparison of Bmab1700 and Opdivo® as Adjuvant Monotherapy in Participants With Melanoma",PHASE1,Phase 1,NOT_YET_RECRUITING,120,Biocon Biologics UK PLC,Biocon Biologics UK,3,1,0,multi_experimental,2,,bmab1700;nivolumab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,1,0,0,1
NCT07518043,A Study of HLX18 vs. OPDIVO® in Multiple Resected Solid Tumors,PHASE1,Phase 1,RECRUITING,174,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,2,nivolumab,hlx18,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT07519655,Phase 1 Study of PF-08046033 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,Pfizer,Pfizer,687,1,1,multi_experimental,10,pf-08046033,pf-08046033,GPNMB,ADC,GPNMB,1,1,0,0,0,0,0,0
NCT07565285,The Efficacy and Safety of PRTX007-003 Combined With Pembrolizumab in Resectable Stage III Melanoma,PHASE2,Phase 2,RECRUITING,48,"Primmune Therapeutics, Inc.",Primmune Therapeutics,1,1,0,single_arm,1,pembrolizumab;prtx007,pembrolizumab;prtx007,PD-1,Small Molecule,IFN-ALPHA;IL-1β;IL-6;TNF<0xE2><0x8D><0xBA>;biomarker,0,1,0,0,0,0,0,0
NCT07581509,"Pharmacokinetics, Safety, and Immunogenicity of Bmab1800 and Keytruda® as Adjuvant Monotherapy in Patients With Melanoma",PHASE1,Phase 1,NOT_YET_RECRUITING,138,Biocon Biologics UK PLC,Biocon Biologics UK,3,1,0,active_comparator,2,us-licensed keytruda,bmab1800,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT07584226,A First-in-human Study of RLY-8161 in Advanced NRAS-Mutant Solid Tumors,PHASE1,Phase 1,RECRUITING,35,"Relay Therapeutics, Inc.",Relay Therapeutics,4,1,0,multi_experimental,2,rly-8161,rly-8161,NRAS,Small Molecule,BRAF;KRAS;NRAS,0,1,1,1,0,0,1,1
NCT07600476,"A First-in-Human Study to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of KUP-101A in Patients With Selected Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,21,Kupando GmbH,Kupando,1,1,0,multi_experimental,7,kup-101a,kup-101a,,,,0,1,0,0,0,0,0,0
NCT07615881,Comparing Intravenous or Intradermal Administration of Anti-CTLA-4 in Combination With Anti-PD1 Treatment in Patients With Melanoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,18,"Amsterdam UMC, location VUmc","Amsterdam UMC, location VUmc",17,0,0,active_comparator,2,group 2 - conventional treatment,group 1 - intradermal ipilimumab,CTLA-4,Monoclonal Antibody,,1,1,0,0,0,0,0,0
NCT07619898,PHOENIX-ECP- Extracorporeal Photopheresis for Immune-related Colitis and/or Hepatitis in Advanced Melanoma With Inadequate Response to Steroid Exposure,PHASE2,Phase 2,NOT_YET_RECRUITING,112,Therakos LLC,Therakos,1,1,0,active_comparator,2,azathioprine;infliximab;mycophenolate mofetil (mmf);vedolizumab,device: extracorporeal photopheresis (ecp);methoxsalen,α4β7,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT07627698,Dual-Target CSPG4/GD2 CAR-NK Cells for Advanced Melanoma,PHASE1;PHASE2,Phase 2,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,3,cyclophosphamide;eb-dtkn-401 allogeneic dual-target cspg4/gd2 car-nk cells;fludarabine,cyclophosphamide;eb-dtkn-401 allogeneic dual-target cspg4/gd2 car-nk cells;fludarabine,CSPG4,CAR-T,BRAF;CSPG4;GD2,1,1,1,0,0,0,0,1
NCT07631325,Axelopran and Nivolumab in PD-1-Refractory Metastatic Melanoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,28,John Kirkwood,John Kirkwood,4,0,0,single_arm,1,axelopran;nivolumab,axelopran;nivolumab,PD-1,Monoclonal Antibody,CD30;MET,1,1,0,0,0,0,1,0
NCT07636785,A Phase 1 and 2 Study of VMD-102 in Hepatocellular Carcinoma and Other Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,111,"VM Discovery, Inc.",VM Discovery,1,1,0,single_arm,1,vmd-102,vmd-102,,,biomarker,0,1,0,0,0,0,1,0
NCT07700121,PICSTAT Pilot Study for CD8 PET/CT-Guided Lifileucel Treatment in Advanced Melanoma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,10,Abramson Cancer Center at Penn Medicine,Abramson Cancer Center at Penn Medicine,31,0,0,single_arm,1,cd8 pet;chemotherapy;il-2;lifileucel infusion;lifileucel manufacturing clinical v research;resection of pet (high) and pet (low) tumors,cd8 pet;chemotherapy;il-2;lifileucel infusion;lifileucel manufacturing clinical v research;resection of pet (high) and pet (low) tumors,CD19,Cell Therapy,BRAF;CD19,1,1,1,0,0,0,0,1
NCT07718243,"Investigating the Combination of Bexmarilimab and Nivolumab in Solid Tumours, Melanoma and NSCLC",PHASE1;PHASE2,Phase 2,RECRUITING,62,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,0,multi_experimental,2,,bexmarilimab;recommended phase ii dose,CLEVER-1,Monoclonal Antibody,ALK;BRAF;genomic,1,1,1,0,0,0,1,1
NCT07747935,Study of Neoadjuvant RBP-01 In Patients With Primary Uveal Melanoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,30,ReBio Pharma,ReBio Pharma,1,1,0,single_arm,1,rbp-01,rbp-01,,,,0,1,0,0,0,0,0,0
NCT07803562,Low Dose Dexamethasone for the Prevention of Cytokine Release Syndrome Associated With Tebentafusp,PHASE2,Phase 2,NOT_YET_RECRUITING,34,"University of California, San Diego","University of California, San Diego",28,0,0,single_arm,1,,,,,,0,0,0,0,0,1,0,0
NCT07804186,Study of Adjuvant Darovasertib and Crizotinib in Participants With Primary Non-metastatic Uveal Melanoma,PHASE3,Phase 3,RECRUITING,450,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,2,crizotinib (xalkori);darovasertib,crizotinib (xalkori);darovasertib,AURKA,Small Molecule,,0,1,0,0,0,0,0,0
NCT07815574,iSCIB1+ in Combination With Ipilimumab and Nivolumab as First-Line Treatment for Advanced Unresectable Melanoma,PHASE3,Phase 3,NOT_YET_RECRUITING,550,Scancell Ltd,Scancell,4,1,0,placebo_comparator,2,nivolumab & ipilimumab,iscib1+;nivolumab & ipilimumab,PD-1,Monoclonal Antibody,BRAF,1,1,1,0,0,0,0,1
