nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1,FGFR,HER2,MSI-H/dMMR,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07332351,"Neoadjuvant Intravesical Nadofaragene Firadenovec With Gemcitabine, Cisplatin and Durvalumab for the Treatment of Muscle Invasive Bladder Cancer, TRIFECTA Trial",PHASE2,Phase 2,NOT_YET_RECRUITING,33,University of Washington,University of Washington,74,0,0,single_arm,1,biospecimen collection;cisplatin;computed tomography;durvalumab;gemcitabine;magnetic resonance imaging;nadofaragene firadenovec;positron emission tomography;radical cystectomy,biospecimen collection;cisplatin;computed tomography;durvalumab;gemcitabine;magnetic resonance imaging;nadofaragene firadenovec;positron emission tomography;radical cystectomy,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0,0,0,,neoadjuvant
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07342517,"A Study of NDV-01 as an Intravesical Administration to Patients With BCG-Unresponsive Non-Muscle Invasive Bladder Cancer (NMIBC), Refractory to First-line Therapy",PHASE3,Phase 3,WITHDRAWN,0,"Relmada Therapeutics, Inc.",Relmada Therapeutics,4,1,0,single_arm,1,ndv-01 (sustained-release gemcitabine-docetaxel),ndv-01 (sustained-release gemcitabine-docetaxel),,,,0,1,0,0,0,0,1,0,0,,1st-line · squamous
NCT07374549,SYS6002 vs PADCEV in Patients With Advanced Urothelial Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,100,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,2,enfortumab vedotin;sys6002,,Nectin-4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07393542,A Trial of SHR-A2102 With Adebrelimab in Locally Advanced or Metastatic Urothelial Carcinoma,PHASE3,Phase 3,RECRUITING,453,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,gemcitabine and cisplatin / carboplatin,shr-a2102 and adebrelimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07416123,A Study of GEN1106 in Participants With Solid Tumors,PHASE1,Phase 1,RECRUITING,103,Genmab,Genmab,65,1,1,multi_experimental,3,gen1106,gen1106,,,PD-L1,0,1,1,0,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07419295,"A Clinical Trial of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) to Treat Urothelial Cancer (MK-2870-031)",PHASE3,Phase 3,RECRUITING,590,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,docetaxel;paclitaxel;rescue medications for;vinflunine,rescue medications for sacituzumab tirumotecan;sacituzumab tirumotecan,TROP-1,ADC,TROP-1;TROP2,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07421700,Symbiotic-GU-06: A Study to Learn About PF-08634404 Alone or In Combination With Enfortumab Vedotin in Urothelial Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,132,Pfizer,Pfizer,687,1,1,multi_experimental,2,pf-08634404,enfortumab vedotin;pf-08634404,PD-1,Bispecific Antibody,BRAF;MMR;MMR-PROFICIENT;MSI-H;PD-L1;RAS;ctDNA;dMMR;pMMR,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07464145,A Study of NDV-01 (Sustained-release Gemcitabine-docetaxel) in Participants With Non-muscle Invasive Bladder Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,393,"Relmada Therapeutics, Inc.",Relmada Therapeutics,4,1,0,multi_experimental,3,ndv-01 (sustained-release gemcitabine-docetaxel),ndv-01 (sustained-release gemcitabine-docetaxel),,,,0,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous
NCT07468851,A Study of HS-10566 in Patients With High-risk Non-muscle-invasive Bladder Cancer Who Are Ineligible for or Refuse Radical Cystectomy,PHASE1;PHASE2,Phase 2,RECRUITING,180,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,multi_experimental,3,hs-10566,hs-10566,,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT07475806,A Study to Find Out if Enfortumab Vedotin Given With Pembrolizumab Helps People With Muscle-invasive Bladder Cancer Keep Their Bladder,PHASE2,Phase 2,RECRUITING,240,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,single_arm,1,enfortumab vedotin;pembrolizumab,enfortumab vedotin;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic
NCT07480356,Efficacy and Safety of Intravesical TARA-002 Compared With Investigator's Choice of Intravesical Chemotherapy in Participants With BCG-naïve High-grade Non-muscle Invasive Bladder Cancer,PHASE3,Phase 3,RECRUITING,284,Protara Therapeutics,Protara Therapeutics,4,1,0,active_comparator,2,investigator's choice of intravesical,tara-002,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic
NCT07483970,A Phase I/II Study of JL19001 Injection Alone or in Combination With BCG in Subjects With High Risk Non-Muscle Invasive Bladder Cancer.,PHASE1,Phase 1,RECRUITING,18,"Jecho Biopharmaceuticals Co., Ltd.",Jecho Biopharmaceuticals,5,1,0,multi_experimental,3,jl19001 injection,jl19001 injection,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT07484022,Study of GB-4362 With Enfortumab Vedotin and Pembrolizumab for Advanced Urothelial Cancer,PHASE1,Phase 1,RECRUITING,37,Generate Biomedicines,Generate Biomedicines,1,1,0,single_arm,1,enfortumab vedotin (ev);gb-4362;pembrolizumab,enfortumab vedotin (ev);gb-4362;pembrolizumab,Nectin-4,ADC,MET;PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · ECOG 2
NCT07492628,Dual-Target Nectin-4/HER2 CAR-NK Cells in Advanced Urothelial Carcinoma,PHASE1,Phase 1,RECRUITING,42,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,2,cyclophosphamide;eb-dt-nk-uc101;fludarabine,cyclophosphamide;eb-dt-nk-uc101;fludarabine,Nectin-4,CAR-T,HER2;NECTIN-4;PD-L1,1,1,1,0,1,0,0,1,1,"PD-L1+, HER2+",metastatic · 2nd-line+ · measurable (RECIST)
NCT07498907,Disitamab Vedotin Plus Radiotherapy for Adjuvant Treatment of HER2-Expressing Cisplatin-Ineligible Upper Tract Urothelial Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,192,Peking University First Hospital,Peking University First Hospital,4,0,0,active_comparator,2,carboplatin;gemcitabine (,disitamab vedotin (rc48);radiotherapy,HER2,ADC,HER2,1,1,0,0,1,0,0,0,1,HER2+,
NCT07518043,A Study of HLX18 vs. OPDIVO® in Multiple Resected Solid Tumors,PHASE1,Phase 1,RECRUITING,174,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,2,nivolumab,hlx18,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,stage IV
NCT07526792,SYS6002 vs Chemotherapy in Patients With Locally Advanced or Metastatic Urothelial Carcinoma,PHASE3,Phase 3,NOT_YET_RECRUITING,406,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,2,investigator's choice of,sys6002,Nectin-4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07532902,A Study of BMS-986504 With Standard-of-Care Therapy for People With Solid Tumor Cancer,PHASE1,Phase 1,RECRUITING,60,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,3,bms-986504,bms-986504;fluorouracil;gemcitabine;ipilimumab;leucovorin;nivolumab;oxaliplatin;platinum,MTAP,Small Molecule,HER2;MTAP-DEFICIENT;PD-L1,0,1,1,0,1,0,0,1,1,"PD-L1+, HER2+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 1
NCT07545122,"A Phase 1a/1b, First-Time-in-Human Study of CT-202, a Nectin-4 Directed Bispecific Antibody, in Participants With Recurring Triple Negative Breast, Colorectal, Urothelial Cancers",PHASE1,Phase 1,RECRUITING,162,Context Therapeutics Inc.,Context Therapeutics,5,1,0,multi_experimental,2,ct-202,ct-202,NECTIN4,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,,measurable (RECIST) · ECOG 0-1
NCT07566156,Enfortumab Vedotin in Combination With Pembrolizumab vs. Concurrent Chemoradiotherapy (cCRT) in People With Muscle Invasive Bladder Cancer (EV-309),PHASE3,Phase 3,RECRUITING,390,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,active_comparator,2,cisplatin;conventional radiotherapy;fluorouracil;gemcitabine;hypofractionated radiotherapy;mitomycin c,enfortumab vedotin;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+
NCT07623369,A First-in-Human Study of HH160 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,299,Huahui Health,Huahui Health,3,1,0,multi_experimental,3,hh160,hh160,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07636772,A Phase II Study of AK146D1 Mono or Combined With AK112 in Advanced Urothelial Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,132,Akeso,Akeso,103,1,0,multi_experimental,2,ak146d1 for injection,ak112 injection;ak146d1 for injection,TROP2,ADC,TROP2,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT07660055,Study of [177Lu]Lu-DWJ155 and [68Ga]Ga-DWJ155 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,156,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,[177lu]lu-dwj155;diagnostic test: [68ga]ga-dwj155,[177lu]lu-dwj155;diagnostic test: [68ga]ga-dwj155,HER2,Radiopharmaceutical,HER2,0,1,0,0,1,0,0,0,1,HER2+,advanced · measurable (RECIST)
NCT07663747,Enfortumab Vedotin + Pembrolizumab Induction to Spare the Bladder in MIBC,PHASE2,Phase 2,NOT_YET_RECRUITING,56,The Netherlands Cancer Institute,The Netherlands Cancer Institute,72,0,1,multi_experimental,4,enfortumab vedotin;pembrolizumab,enfortumab vedotin;pembrolizumab;radiation,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,1,0,0,,1st-line · adenoca.
NCT07664397,Imaging Study of [89Zr]DFO-YS5 for Cancer Detection,PHASE1,Phase 1,NOT_YET_RECRUITING,40,"Robert Flavell, MD, PhD","Robert Flavell, MD, PhD",4,0,0,single_arm,1,[89zr]dfo-ys5;positron emission tomography (pet)-computerized tomography (ct);positron emission tomography (pet)-magnetic resonance imaging (mri),[89zr]dfo-ys5;positron emission tomography (pet)-computerized tomography (ct);positron emission tomography (pet)-magnetic resonance imaging (mri),,,,0,1,0,0,0,0,0,0,0,,
NCT07667335,"Enfortumab Vedotin, Pembrolizumab and Quemliclustat for the Treatment of Unresectable Locally Advanced and Metastatic Urothelial Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,27,Fred Hutchinson Cancer Center,Fred Hutchinson Cancer Center,52,0,0,single_arm,1,biopsy procedure;biospecimen collection;computed tomography;enfortumab vedotin;magnetic resonance imaging;pembrolizumab;quemliclustat,biopsy procedure;biospecimen collection;computed tomography;enfortumab vedotin;magnetic resonance imaging;pembrolizumab;quemliclustat,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous · measurable (RECIST)
NCT07671092,"Imaging Study in Metastatic UC, HR+ and HER2- Breast Cancer, TNBC, and NSCLC",EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,"RayzeBio, Inc.",RayzeBio,7,1,0,single_arm,1,diagnostic test: ryz211/212,diagnostic test: ryz211/212,HER2,,HER2,0,1,0,0,1,0,0,0,1,HER2+,metastatic
NCT07705035,DBC-664 in Adult Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,210,"Duboce Biopharmaceuticals, Inc.",Duboce Biopharmaceuticals,1,1,0,multi_experimental,2,dbc-664,dbc-664,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07716917,Genitourinary Tumors With Sacituzumab Tirumotecan,PHASE2,Phase 2,NOT_YET_RECRUITING,100,Alianza multidisciplinar para la investigación de los tumores genitourinarios -GUARD,Alianza multidisciplinar para la investigación de los tumores genitourinarios -GUARD,3,0,1,multi_experimental,2,sacituzumab tirumotecan (skb264),sacituzumab tirumotecan (skb264),,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1,0,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0 - 1
NCT07720284,An Open-label Study to Investigate the Efficacy and Safety of Dato-DXd + Rilvegostomig vs SoC in Adult Participants With High-risk MIUC,PHASE3,Phase 3,RECRUITING,915,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,durvalumab;enfortumab vedotin;nivolumab;pembrolizumab,dato-dxd;rilvegostomig,TROP1,ADC,TROP1;TROP2,1,1,0,0,0,0,0,0,0,,metastatic
NCT07725796,A Phase 1 Dose-escalation Study of UGN-501 Administered Intravesically in Adult Participants With Recurrent NMIBC,PHASE1,Phase 1,NOT_YET_RECRUITING,30,"UroGen Pharma, Inc., a subsidiary of UroGen Pharma Ltd.","UroGen Pharma, Inc., a subsidiary of UroGen Pharma",1,1,0,single_arm,1,ugn-501,ugn-501,,Cell Therapy,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous
NCT07726992,A Study of SHR-1501 Combination With BCG Versus Placebo Combined With BCG in Subjects With Papillary-Only NMIBC,PHASE3,Phase 3,RECRUITING,750,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,placebo_comparator,2,placebo +bcg,shr-1501+bcg,,,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07738939,IKS04 Regimen in Advanced Solid Tumors That Express CA242,PHASE1,Phase 1,NOT_YET_RECRUITING,120,Iksuda Therapeutics Ltd.,Iksuda Therapeutics,3,1,0,multi_experimental,5,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,,ADC,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07793318,TR115 in ARID1A-Mutated Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,50,Tarapeutics Science Inc.,Tarapeutics Science,7,1,0,single_arm,1,tr115,tr115,,,biomarker;biomarker analysis,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07804056,A Study to Investigate the Efficacy and Safety of Alpha1H as a Neoadjuvant Therapy in Participants With Low- to Intermediate-Risk/Low-Grade Papillary Non-Muscle Invasive Bladder Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,194,Hamlet Pharma AB,Hamlet Pharma,2,1,0,active_comparator,2,intravesical;transurethral resection of bladder tumor (turbt),alpha1h;intravesical;transurethral resection of bladder tumor (turbt),,Cell Therapy,,1,1,0,0,0,0,0,0,0,,recurrent
NCT07807345,Phase 1 Study of STRO-006 in Adults With Refractory Solid Tumors That Are Recurrent or Metastatic,PHASE1,Phase 1,NOT_YET_RECRUITING,285,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-006,pembrolizumab;stro-006,PD-1,,HER2,0,1,0,0,1,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07815665,A Study of Ivonescimab in Combination With Enfortumab Vedotin vs Pembrolizumab in Combination With Enfortumab Vedotin in Metastatic Urothelial Carcinoma,PHASE2;PHASE3,Phase 3,RECRUITING,800,Summit Therapeutics,Summit Therapeutics,5,1,0,active_comparator,4,enfortumab vedotin (ev);pembrolizumab,enfortumab vedotin (ev);ivonescimab dose 1;ivonescimab dose 2;ivonescimab rp3d,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,unresectable · small-cell · measurable (RECIST) · ECOG 0-1
